"Fradato";"Tildato";"Forbrug i kroner"
"=""15-01-2024 19:00""";"=""15-01-2024 20:00""";"1,13 kr."
"=""15-01-2024 20:00""";"=""15-01-2024 21:00""";"1,28 kr."
"=""15-01-2024 21:00""";"=""15-01-2024 22:00""";"0,85 kr."
"=""15-01-2024 22:00""";"=""15-01-2024 23:00""";"0,86 kr."
"=""15-01-2024 23:00""";"=""16-01-2024 00:00""";"0,63 kr."
"=""16-01-2024 00:00""";"=""16-01-2024 01:00""";"0,39 kr."
"=""16-01-2024 01:00""";"=""16-01-2024 02:00""";"0,34 kr."
"=""16-01-2024 02:00""";"=""16-01-2024 03:00""";"0,34 kr."
"=""16-01-2024 03:00""";"=""16-01-2024 04:00""";"0,28 kr."
"=""16-01-2024 04:00""";"=""16-01-2024 05:00""";"0,30 kr."
"=""16-01-2024 05:00""";"=""16-01-2024 06:00""";"0,33 kr."
"=""16-01-2024 06:00""";"=""16-01-2024 07:00""";"0,45 kr."
"=""16-01-2024 07:00""";"=""16-01-2024 08:00""";"0,52 kr."
"=""16-01-2024 08:00""";"=""16-01-2024 09:00""";"0,77 kr."
"=""16-01-2024 09:00""";"=""16-01-2024 10:00""";"0,93 kr."
"=""16-01-2024 10:00""";"=""16-01-2024 11:00""";"0,93 kr."
"=""16-01-2024 11:00""";"=""16-01-2024 12:00""";"0,53 kr."
"=""16-01-2024 12:00""";"=""16-01-2024 13:00""";"0,79 kr."
"=""16-01-2024 13:00""";"=""16-01-2024 14:00""";"1,03 kr."
"=""16-01-2024 14:00""";"=""16-01-2024 15:00""";"0,91 kr."
"=""16-01-2024 15:00""";"=""16-01-2024 16:00""";"1,17 kr."
"=""16-01-2024 16:00""";"=""16-01-2024 17:00""";"1,05 kr."
"=""16-01-2024 17:00""";"=""16-01-2024 18:00""";"3,95 kr."
"=""16-01-2024 18:00""";"=""16-01-2024 19:00""";"1,12 kr."
"=""16-01-2024 19:00""";"=""16-01-2024 20:00""";"1,13 kr."
"=""16-01-2024 20:00""";"=""16-01-2024 21:00""";"0,94 kr."
"=""16-01-2024 21:00""";"=""16-01-2024 22:00""";"0,70 kr."
"=""16-01-2024 22:00""";"=""16-01-2024 23:00""";"0,64 kr."
"=""16-01-2024 23:00""";"=""17-01-2024 00:00""";"0,51 kr."
"=""17-01-2024 00:00""";"=""17-01-2024 01:00""";"9,79 kr."
"=""17-01-2024 01:00""";"=""17-01-2024 02:00""";"22,11 kr."
"=""17-01-2024 02:00""";"=""17-01-2024 03:00""";"22,16 kr."
"=""17-01-2024 03:00""";"=""17-01-2024 04:00""";"15,77 kr."
"=""17-01-2024 04:00""";"=""17-01-2024 05:00""";"0,26 kr."
"=""17-01-2024 05:00""";"=""17-01-2024 06:00""";"0,30 kr."
"=""17-01-2024 06:00""";"=""17-01-2024 07:00""";"0,35 kr."
"=""17-01-2024 07:00""";"=""17-01-2024 08:00""";"0,41 kr."
"=""17-01-2024 08:00""";"=""17-01-2024 09:00""";"1,06 kr."
"=""17-01-2024 09:00""";"=""17-01-2024 10:00""";"0,90 kr."
"=""17-01-2024 10:00""";"=""17-01-2024 11:00""";"0,75 kr."
"=""17-01-2024 11:00""";"=""17-01-2024 12:00""";"0,66 kr."
"=""17-01-2024 12:00""";"=""17-01-2024 13:00""";"0,64 kr."
"=""17-01-2024 13:00""";"=""17-01-2024 14:00""";"0,45 kr."
"=""17-01-2024 14:00""";"=""17-01-2024 15:00""";"0,57 kr."
"=""17-01-2024 15:00""";"=""17-01-2024 16:00""";"0,63 kr."
"=""17-01-2024 16:00""";"=""17-01-2024 17:00""";"0,84 kr."
"=""17-01-2024 17:00""";"=""17-01-2024 18:00""";"1,17 kr."
"=""17-01-2024 18:00""";"=""17-01-2024 19:00""";"1,01 kr."
"=""17-01-2024 19:00""";"=""17-01-2024 20:00""";"0,95 kr."
"=""17-01-2024 20:00""";"=""17-01-2024 21:00""";"0,80 kr."
"=""17-01-2024 21:00""";"=""17-01-2024 22:00""";"0,66 kr."
"=""17-01-2024 22:00""";"=""17-01-2024 23:00""";"0,49 kr."
"=""17-01-2024 23:00""";"=""18-01-2024 00:00""";"0,35 kr."
"=""18-01-2024 00:00""";"=""18-01-2024 01:00""";"0,28 kr."
"=""18-01-2024 01:00""";"=""18-01-2024 02:00""";"0,38 kr."
"=""18-01-2024 02:00""";"=""18-01-2024 03:00""";"0,36 kr."
"=""18-01-2024 03:00""";"=""18-01-2024 04:00""";"0,31 kr."
"=""18-01-2024 04:00""";"=""18-01-2024 05:00""";"0,36 kr."
"=""18-01-2024 05:00""";"=""18-01-2024 06:00""";"0,41 kr."
"=""18-01-2024 06:00""";"=""18-01-2024 07:00""";"0,46 kr."
"=""18-01-2024 07:00""";"=""18-01-2024 08:00""";"0,36 kr."
"=""18-01-2024 08:00""";"=""18-01-2024 09:00""";"0,43 kr."
"=""18-01-2024 09:00""";"=""18-01-2024 10:00""";"0,45 kr."
"=""18-01-2024 10:00""";"=""18-01-2024 11:00""";"0,33 kr."
"=""18-01-2024 11:00""";"=""18-01-2024 12:00""";"0,59 kr."
"=""18-01-2024 12:00""";"=""18-01-2024 13:00""";"0,36 kr."
"=""18-01-2024 13:00""";"=""18-01-2024 14:00""";"0,55 kr."
"=""18-01-2024 14:00""";"=""18-01-2024 15:00""";"0,75 kr."
"=""18-01-2024 15:00""";"=""18-01-2024 16:00""";"0,64 kr."
"=""18-01-2024 16:00""";"=""18-01-2024 17:00""";"0,73 kr."
"=""18-01-2024 17:00""";"=""18-01-2024 18:00""";"1,11 kr."
"=""18-01-2024 18:00""";"=""18-01-2024 19:00""";"1,11 kr."
"=""18-01-2024 19:00""";"=""18-01-2024 20:00""";"2,93 kr."
"=""18-01-2024 20:00""";"=""18-01-2024 21:00""";"1,47 kr."
"=""18-01-2024 21:00""";"=""18-01-2024 22:00""";"1,54 kr."
"=""18-01-2024 22:00""";"=""18-01-2024 23:00""";"0,80 kr."
"=""18-01-2024 23:00""";"=""19-01-2024 00:00""";"0,54 kr."
"=""19-01-2024 00:00""";"=""19-01-2024 01:00""";"0,47 kr."
"=""19-01-2024 01:00""";"=""19-01-2024 02:00""";"0,42 kr."
"=""19-01-2024 02:00""";"=""19-01-2024 03:00""";"0,24 kr."
"=""19-01-2024 03:00""";"=""19-01-2024 04:00""";"0,20 kr."
"=""19-01-2024 04:00""";"=""19-01-2024 05:00""";"0,22 kr."
"=""19-01-2024 05:00""";"=""19-01-2024 06:00""";"0,24 kr."
"=""19-01-2024 06:00""";"=""19-01-2024 07:00""";"0,34 kr."
"=""19-01-2024 07:00""";"=""19-01-2024 08:00""";"0,40 kr."
"=""19-01-2024 08:00""";"=""19-01-2024 09:00""";"0,40 kr."
"=""19-01-2024 09:00""";"=""19-01-2024 10:00""";"0,40 kr."
"=""19-01-2024 10:00""";"=""19-01-2024 11:00""";"0,54 kr."
"=""19-01-2024 11:00""";"=""19-01-2024 12:00""";"0,73 kr."
"=""19-01-2024 12:00""";"=""19-01-2024 13:00""";"0,56 kr."
"=""19-01-2024 13:00""";"=""19-01-2024 14:00""";"0,57 kr."
"=""19-01-2024 14:00""";"=""19-01-2024 15:00""";"0,55 kr."
"=""19-01-2024 15:00""";"=""19-01-2024 16:00""";"0,70 kr."
"=""19-01-2024 16:00""";"=""19-01-2024 17:00""";"0,99 kr."
"=""19-01-2024 17:00""";"=""19-01-2024 18:00""";"3,35 kr."
"=""19-01-2024 18:00""";"=""19-01-2024 19:00""";"3,40 kr."
"=""19-01-2024 19:00""";"=""19-01-2024 20:00""";"1,94 kr."
"=""19-01-2024 20:00""";"=""19-01-2024 21:00""";"1,36 kr."
"=""19-01-2024 21:00""";"=""19-01-2024 22:00""";"0,57 kr."
"=""19-01-2024 22:00""";"=""19-01-2024 23:00""";"0,57 kr."
"=""19-01-2024 23:00""";"=""20-01-2024 00:00""";"0,46 kr."
"=""20-01-2024 00:00""";"=""20-01-2024 01:00""";"0,40 kr."
"=""20-01-2024 01:00""";"=""20-01-2024 02:00""";"0,32 kr."
"=""20-01-2024 02:00""";"=""20-01-2024 03:00""";"0,30 kr."
"=""20-01-2024 03:00""";"=""20-01-2024 04:00""";"0,22 kr."
"=""20-01-2024 04:00""";"=""20-01-2024 05:00""";"0,26 kr."
"=""20-01-2024 05:00""";"=""20-01-2024 06:00""";"0,20 kr."
"=""20-01-2024 06:00""";"=""20-01-2024 07:00""";"0,30 kr."
"=""20-01-2024 07:00""";"=""20-01-2024 08:00""";"0,26 kr."
"=""20-01-2024 08:00""";"=""20-01-2024 09:00""";"0,43 kr."
"=""20-01-2024 09:00""";"=""20-01-2024 10:00""";"0,49 kr."
"=""20-01-2024 10:00""";"=""20-01-2024 11:00""";"0,57 kr."
"=""20-01-2024 11:00""";"=""20-01-2024 12:00""";"1,14 kr."
"=""20-01-2024 12:00""";"=""20-01-2024 13:00""";"0,99 kr."
"=""20-01-2024 13:00""";"=""20-01-2024 14:00""";"0,85 kr."
"=""20-01-2024 14:00""";"=""20-01-2024 15:00""";"0,26 kr."
"=""20-01-2024 15:00""";"=""20-01-2024 16:00""";"0,24 kr."
"=""20-01-2024 16:00""";"=""20-01-2024 17:00""";"0,38 kr."
"=""20-01-2024 17:00""";"=""20-01-2024 18:00""";"0,60 kr."
"=""20-01-2024 18:00""";"=""20-01-2024 19:00""";"0,67 kr."
"=""20-01-2024 19:00""";"=""20-01-2024 20:00""";"1,04 kr."
"=""20-01-2024 20:00""";"=""20-01-2024 21:00""";"0,84 kr."
"=""20-01-2024 21:00""";"=""20-01-2024 22:00""";"1,07 kr."
"=""20-01-2024 22:00""";"=""20-01-2024 23:00""";"0,63 kr."
"=""20-01-2024 23:00""";"=""21-01-2024 00:00""";"0,58 kr."
"=""21-01-2024 00:00""";"=""21-01-2024 01:00""";"0,45 kr."
"=""21-01-2024 01:00""";"=""21-01-2024 02:00""";"0,48 kr."
"=""21-01-2024 02:00""";"=""21-01-2024 03:00""";"0,36 kr."
"=""21-01-2024 03:00""";"=""21-01-2024 04:00""";"0,34 kr."
"=""21-01-2024 04:00""";"=""21-01-2024 05:00""";"0,29 kr."
"=""21-01-2024 05:00""";"=""21-01-2024 06:00""";"0,28 kr."
"=""21-01-2024 06:00""";"=""21-01-2024 07:00""";"0,30 kr."
"=""21-01-2024 07:00""";"=""21-01-2024 08:00""";"0,25 kr."
"=""21-01-2024 08:00""";"=""21-01-2024 09:00""";"0,33 kr."
"=""21-01-2024 09:00""";"=""21-01-2024 10:00""";"0,42 kr."
"=""21-01-2024 10:00""";"=""21-01-2024 11:00""";"0,66 kr."
"=""21-01-2024 11:00""";"=""21-01-2024 12:00""";"0,45 kr."
"=""21-01-2024 12:00""";"=""21-01-2024 13:00""";"0,45 kr."
"=""21-01-2024 13:00""";"=""21-01-2024 14:00""";"0,43 kr."
"=""21-01-2024 14:00""";"=""21-01-2024 15:00""";"0,44 kr."
"=""21-01-2024 15:00""";"=""21-01-2024 16:00""";"0,34 kr."
"=""21-01-2024 16:00""";"=""21-01-2024 17:00""";"0,73 kr."
"=""21-01-2024 17:00""";"=""21-01-2024 18:00""";"0,88 kr."
"=""21-01-2024 18:00""";"=""21-01-2024 19:00""";"0,99 kr."
"=""21-01-2024 19:00""";"=""21-01-2024 20:00""";"1,29 kr."
"=""21-01-2024 20:00""";"=""21-01-2024 21:00""";"1,11 kr."
"=""21-01-2024 21:00""";"=""21-01-2024 22:00""";"0,76 kr."
"=""21-01-2024 22:00""";"=""21-01-2024 23:00""";"0,74 kr."
"=""21-01-2024 23:00""";"=""22-01-2024 00:00""";"1,77 kr."
"=""22-01-2024 00:00""";"=""22-01-2024 01:00""";"18,35 kr."
"=""22-01-2024 01:00""";"=""22-01-2024 02:00""";"17,44 kr."
"=""22-01-2024 02:00""";"=""22-01-2024 03:00""";"17,00 kr."
"=""22-01-2024 03:00""";"=""22-01-2024 04:00""";"15,62 kr."
"=""22-01-2024 04:00""";"=""22-01-2024 05:00""";"15,70 kr."
"=""22-01-2024 05:00""";"=""22-01-2024 06:00""";"17,26 kr."
"=""22-01-2024 06:00""";"=""22-01-2024 07:00""";"0,37 kr."
"=""22-01-2024 07:00""";"=""22-01-2024 08:00""";"0,34 kr."
"=""22-01-2024 08:00""";"=""22-01-2024 09:00""";"0,35 kr."
"=""22-01-2024 09:00""";"=""22-01-2024 10:00""";"0,33 kr."
"=""22-01-2024 10:00""";"=""22-01-2024 11:00""";"0,39 kr."
"=""22-01-2024 11:00""";"=""22-01-2024 12:00""";"0,45 kr."
"=""22-01-2024 12:00""";"=""22-01-2024 13:00""";"0,47 kr."
"=""22-01-2024 13:00""";"=""22-01-2024 14:00""";"0,47 kr."
"=""22-01-2024 14:00""";"=""22-01-2024 15:00""";"0,40 kr."
"=""22-01-2024 15:00""";"=""22-01-2024 16:00""";"0,45 kr."
"=""22-01-2024 16:00""";"=""22-01-2024 17:00""";"0,50 kr."
"=""22-01-2024 17:00""";"=""22-01-2024 18:00""";"0,73 kr."
"=""22-01-2024 18:00""";"=""22-01-2024 19:00""";"0,92 kr."
"=""22-01-2024 19:00""";"=""22-01-2024 20:00""";"0,89 kr."
"=""22-01-2024 20:00""";"=""22-01-2024 21:00""";"0,95 kr."
"=""22-01-2024 21:00""";"=""22-01-2024 22:00""";"0,51 kr."
"=""22-01-2024 22:00""";"=""22-01-2024 23:00""";"0,45 kr."
"=""22-01-2024 23:00""";"=""23-01-2024 00:00""";"0,31 kr."
"=""23-01-2024 00:00""";"=""23-01-2024 01:00""";"0,20 kr."
"=""23-01-2024 01:00""";"=""23-01-2024 02:00""";"0,22 kr."
"=""23-01-2024 02:00""";"=""23-01-2024 03:00""";"0,22 kr."
"=""23-01-2024 03:00""";"=""23-01-2024 04:00""";"0,19 kr."
"=""23-01-2024 04:00""";"=""23-01-2024 05:00""";"0,18 kr."
"=""23-01-2024 05:00""";"=""23-01-2024 06:00""";"0,18 kr."
"=""23-01-2024 06:00""";"=""23-01-2024 07:00""";"0,25 kr."
"=""23-01-2024 07:00""";"=""23-01-2024 08:00""";"0,29 kr."
"=""23-01-2024 08:00""";"=""23-01-2024 09:00""";"0,45 kr."
"=""23-01-2024 09:00""";"=""23-01-2024 10:00""";"0,50 kr."
"=""23-01-2024 10:00""";"=""23-01-2024 11:00""";"0,52 kr."
"=""23-01-2024 11:00""";"=""23-01-2024 12:00""";"1,03 kr."
"=""23-01-2024 12:00""";"=""23-01-2024 13:00""";"1,90 kr."
"=""23-01-2024 13:00""";"=""23-01-2024 14:00""";"0,58 kr."
"=""23-01-2024 14:00""";"=""23-01-2024 15:00""";"0,46 kr."
"=""23-01-2024 15:00""";"=""23-01-2024 16:00""";"0,39 kr."
"=""23-01-2024 16:00""";"=""23-01-2024 17:00""";"1,11 kr."
"=""23-01-2024 17:00""";"=""23-01-2024 18:00""";"0,88 kr."
"=""23-01-2024 18:00""";"=""23-01-2024 19:00""";"1,16 kr."
"=""23-01-2024 19:00""";"=""23-01-2024 20:00""";"1,21 kr."
"=""23-01-2024 20:00""";"=""23-01-2024 21:00""";"0,98 kr."
"=""23-01-2024 21:00""";"=""23-01-2024 22:00""";"1,11 kr."
"=""23-01-2024 22:00""";"=""23-01-2024 23:00""";"0,46 kr."
"=""23-01-2024 23:00""";"=""24-01-2024 00:00""";"0,30 kr."
"=""24-01-2024 00:00""";"=""24-01-2024 01:00""";"17,05 kr."
"=""24-01-2024 01:00""";"=""24-01-2024 02:00""";"0,26 kr."
"=""24-01-2024 02:00""";"=""24-01-2024 03:00""";"0,25 kr."
"=""24-01-2024 03:00""";"=""24-01-2024 04:00""";"0,25 kr."
"=""24-01-2024 04:00""";"=""24-01-2024 05:00""";"0,25 kr."
"=""24-01-2024 05:00""";"=""24-01-2024 06:00""";"0,25 kr."
"=""24-01-2024 06:00""";"=""24-01-2024 07:00""";"0,27 kr."
"=""24-01-2024 07:00""";"=""24-01-2024 08:00""";"0,29 kr."
"=""24-01-2024 08:00""";"=""24-01-2024 09:00""";"0,37 kr."
"=""24-01-2024 09:00""";"=""24-01-2024 10:00""";"0,35 kr."
"=""24-01-2024 10:00""";"=""24-01-2024 11:00""";"0,22 kr."
"=""24-01-2024 11:00""";"=""24-01-2024 12:00""";"0,30 kr."
"=""24-01-2024 12:00""";"=""24-01-2024 13:00""";"0,39 kr."
"=""24-01-2024 13:00""";"=""24-01-2024 14:00""";"0,43 kr."
"=""24-01-2024 14:00""";"=""24-01-2024 15:00""";"0,36 kr."
"=""24-01-2024 15:00""";"=""24-01-2024 16:00""";"0,37 kr."
"=""24-01-2024 16:00""";"=""24-01-2024 17:00""";"0,48 kr."
"=""24-01-2024 17:00""";"=""24-01-2024 18:00""";"0,96 kr."
"=""24-01-2024 18:00""";"=""24-01-2024 19:00""";"1,12 kr."
"=""24-01-2024 19:00""";"=""24-01-2024 20:00""";"0,95 kr."
"=""24-01-2024 20:00""";"=""24-01-2024 21:00""";"0,93 kr."
"=""24-01-2024 21:00""";"=""24-01-2024 22:00""";"0,60 kr."
"=""24-01-2024 22:00""";"=""24-01-2024 23:00""";"0,58 kr."
"=""24-01-2024 23:00""";"=""25-01-2024 00:00""";"0,43 kr."
"=""25-01-2024 00:00""";"=""25-01-2024 01:00""";"0,29 kr."
"=""25-01-2024 01:00""";"=""25-01-2024 02:00""";"0,25 kr."
"=""25-01-2024 02:00""";"=""25-01-2024 03:00""";"0,23 kr."
"=""25-01-2024 03:00""";"=""25-01-2024 04:00""";"0,22 kr."
"=""25-01-2024 04:00""";"=""25-01-2024 05:00""";"0,20 kr."
"=""25-01-2024 05:00""";"=""25-01-2024 06:00""";"0,26 kr."
"=""25-01-2024 06:00""";"=""25-01-2024 07:00""";"0,31 kr."
"=""25-01-2024 07:00""";"=""25-01-2024 08:00""";"0,32 kr."
"=""25-01-2024 08:00""";"=""25-01-2024 09:00""";"0,45 kr."
"=""25-01-2024 09:00""";"=""25-01-2024 10:00""";"0,65 kr."
"=""25-01-2024 10:00""";"=""25-01-2024 11:00""";"0,59 kr."
"=""25-01-2024 11:00""";"=""25-01-2024 12:00""";"0,31 kr."
"=""25-01-2024 12:00""";"=""25-01-2024 13:00""";"0,59 kr."
"=""25-01-2024 13:00""";"=""25-01-2024 14:00""";"0,58 kr."
"=""25-01-2024 14:00""";"=""25-01-2024 15:00""";"0,50 kr."
"=""25-01-2024 15:00""";"=""25-01-2024 16:00""";"0,49 kr."
"=""25-01-2024 16:00""";"=""25-01-2024 17:00""";"1,58 kr."
"=""25-01-2024 17:00""";"=""25-01-2024 18:00""";"2,03 kr."
"=""25-01-2024 18:00""";"=""25-01-2024 19:00""";"5,45 kr."
"=""25-01-2024 19:00""";"=""25-01-2024 20:00""";"5,57 kr."
"=""25-01-2024 20:00""";"=""25-01-2024 21:00""";"2,07 kr."
"=""25-01-2024 21:00""";"=""25-01-2024 22:00""";"0,87 kr."
"=""25-01-2024 22:00""";"=""25-01-2024 23:00""";"0,56 kr."
"=""25-01-2024 23:00""";"=""26-01-2024 00:00""";"1,99 kr."
"=""26-01-2024 00:00""";"=""26-01-2024 01:00""";"1,05 kr."
"=""26-01-2024 01:00""";"=""26-01-2024 02:00""";"0,30 kr."
"=""26-01-2024 02:00""";"=""26-01-2024 03:00""";"0,19 kr."
"=""26-01-2024 03:00""";"=""26-01-2024 04:00""";"0,31 kr."
"=""26-01-2024 04:00""";"=""26-01-2024 05:00""";"0,29 kr."
"=""26-01-2024 05:00""";"=""26-01-2024 06:00""";"0,32 kr."
"=""26-01-2024 06:00""";"=""26-01-2024 07:00""";"0,40 kr."
"=""26-01-2024 07:00""";"=""26-01-2024 08:00""";"0,39 kr."
"=""26-01-2024 08:00""";"=""26-01-2024 09:00""";"0,44 kr."
"=""26-01-2024 09:00""";"=""26-01-2024 10:00""";"0,39 kr."
"=""26-01-2024 10:00""";"=""26-01-2024 11:00""";"0,27 kr."
"=""26-01-2024 11:00""";"=""26-01-2024 12:00""";"0,22 kr."
"=""26-01-2024 12:00""";"=""26-01-2024 13:00""";"0,44 kr."
"=""26-01-2024 13:00""";"=""26-01-2024 14:00""";"0,36 kr."
"=""26-01-2024 14:00""";"=""26-01-2024 15:00""";"0,41 kr."
"=""26-01-2024 15:00""";"=""26-01-2024 16:00""";"0,54 kr."
"=""26-01-2024 16:00""";"=""26-01-2024 17:00""";"0,57 kr."
"=""26-01-2024 17:00""";"=""26-01-2024 18:00""";"3,02 kr."
"=""26-01-2024 18:00""";"=""26-01-2024 19:00""";"1,15 kr."
"=""26-01-2024 19:00""";"=""26-01-2024 20:00""";"0,70 kr."
"=""26-01-2024 20:00""";"=""26-01-2024 21:00""";"0,74 kr."
"=""26-01-2024 21:00""";"=""26-01-2024 22:00""";"0,45 kr."
"=""26-01-2024 22:00""";"=""26-01-2024 23:00""";"0,56 kr."
"=""26-01-2024 23:00""";"=""27-01-2024 00:00""";"0,40 kr."
"=""27-01-2024 00:00""";"=""27-01-2024 01:00""";"0,28 kr."
"=""27-01-2024 01:00""";"=""27-01-2024 02:00""";"0,28 kr."
"=""27-01-2024 02:00""";"=""27-01-2024 03:00""";"0,28 kr."
"=""27-01-2024 03:00""";"=""27-01-2024 04:00""";"0,23 kr."
"=""27-01-2024 04:00""";"=""27-01-2024 05:00""";"0,17 kr."
"=""27-01-2024 05:00""";"=""27-01-2024 06:00""";"0,17 kr."
"=""27-01-2024 06:00""";"=""27-01-2024 07:00""";"0,19 kr."
"=""27-01-2024 07:00""";"=""27-01-2024 08:00""";"0,25 kr."
"=""27-01-2024 08:00""";"=""27-01-2024 09:00""";"0,31 kr."
"=""27-01-2024 09:00""";"=""27-01-2024 10:00""";"0,36 kr."
"=""27-01-2024 10:00""";"=""27-01-2024 11:00""";"0,53 kr."
"=""27-01-2024 11:00""";"=""27-01-2024 12:00""";"0,56 kr."
"=""27-01-2024 12:00""";"=""27-01-2024 13:00""";"1,44 kr."
"=""27-01-2024 13:00""";"=""27-01-2024 14:00""";"2,14 kr."
"=""27-01-2024 14:00""";"=""27-01-2024 15:00""";"0,68 kr."
"=""27-01-2024 15:00""";"=""27-01-2024 16:00""";"1,94 kr."
"=""27-01-2024 16:00""";"=""27-01-2024 17:00""";"1,95 kr."
"=""27-01-2024 17:00""";"=""27-01-2024 18:00""";"1,30 kr."
"=""27-01-2024 18:00""";"=""27-01-2024 19:00""";"0,89 kr."
"=""27-01-2024 19:00""";"=""27-01-2024 20:00""";"0,73 kr."
"=""27-01-2024 20:00""";"=""27-01-2024 21:00""";"0,63 kr."
"=""27-01-2024 21:00""";"=""27-01-2024 22:00""";"0,40 kr."
"=""27-01-2024 22:00""";"=""27-01-2024 23:00""";"0,31 kr."
"=""27-01-2024 23:00""";"=""28-01-2024 00:00""";"0,27 kr."
"=""28-01-2024 00:00""";"=""28-01-2024 01:00""";"0,26 kr."
"=""28-01-2024 01:00""";"=""28-01-2024 02:00""";"0,27 kr."
"=""28-01-2024 02:00""";"=""28-01-2024 03:00""";"0,25 kr."
"=""28-01-2024 03:00""";"=""28-01-2024 04:00""";"0,25 kr."
"=""28-01-2024 04:00""";"=""28-01-2024 05:00""";"0,21 kr."
"=""28-01-2024 05:00""";"=""28-01-2024 06:00""";"0,25 kr."
"=""28-01-2024 06:00""";"=""28-01-2024 07:00""";"0,25 kr."
"=""28-01-2024 07:00""";"=""28-01-2024 08:00""";"0,31 kr."
"=""28-01-2024 08:00""";"=""28-01-2024 09:00""";"0,38 kr."
"=""28-01-2024 09:00""";"=""28-01-2024 10:00""";"0,35 kr."
"=""28-01-2024 10:00""";"=""28-01-2024 11:00""";"2,09 kr."
"=""28-01-2024 11:00""";"=""28-01-2024 12:00""";"0,64 kr."
"=""28-01-2024 12:00""";"=""28-01-2024 13:00""";"0,46 kr."
"=""28-01-2024 13:00""";"=""28-01-2024 14:00""";"0,27 kr."
"=""28-01-2024 14:00""";"=""28-01-2024 15:00""";"0,46 kr."
"=""28-01-2024 15:00""";"=""28-01-2024 16:00""";"0,56 kr."
"=""28-01-2024 16:00""";"=""28-01-2024 17:00""";"0,85 kr."
"=""28-01-2024 17:00""";"=""28-01-2024 18:00""";"7,20 kr."
"=""28-01-2024 18:00""";"=""28-01-2024 19:00""";"4,74 kr."
"=""28-01-2024 19:00""";"=""28-01-2024 20:00""";"3,32 kr."
"=""28-01-2024 20:00""";"=""28-01-2024 21:00""";"0,78 kr."
"=""28-01-2024 21:00""";"=""28-01-2024 22:00""";"0,52 kr."
"=""28-01-2024 22:00""";"=""28-01-2024 23:00""";"0,88 kr."
"=""28-01-2024 23:00""";"=""29-01-2024 00:00""";"1,07 kr."
"=""29-01-2024 00:00""";"=""29-01-2024 01:00""";"16,91 kr."
"=""29-01-2024 01:00""";"=""29-01-2024 02:00""";"16,20 kr."
"=""29-01-2024 02:00""";"=""29-01-2024 03:00""";"16,35 kr."
"=""29-01-2024 03:00""";"=""29-01-2024 04:00""";"16,89 kr."
"=""29-01-2024 04:00""";"=""29-01-2024 05:00""";"5,70 kr."
"=""29-01-2024 05:00""";"=""29-01-2024 06:00""";"0,26 kr."
"=""29-01-2024 06:00""";"=""29-01-2024 07:00""";"0,42 kr."
"=""29-01-2024 07:00""";"=""29-01-2024 08:00""";"0,59 kr."
"=""29-01-2024 08:00""";"=""29-01-2024 09:00""";"0,72 kr."
"=""29-01-2024 09:00""";"=""29-01-2024 10:00""";"0,76 kr."
"=""29-01-2024 10:00""";"=""29-01-2024 11:00""";"0,39 kr."
"=""29-01-2024 11:00""";"=""29-01-2024 12:00""";"0,97 kr."
"=""29-01-2024 12:00""";"=""29-01-2024 13:00""";"2,96 kr."
"=""29-01-2024 13:00""";"=""29-01-2024 14:00""";"0,86 kr."
"=""29-01-2024 14:00""";"=""29-01-2024 15:00""";"1,31 kr."
"=""29-01-2024 15:00""";"=""29-01-2024 16:00""";"2,01 kr."
"=""29-01-2024 16:00""";"=""29-01-2024 17:00""";"1,84 kr."
"=""29-01-2024 17:00""";"=""29-01-2024 18:00""";"2,28 kr."
"=""29-01-2024 18:00""";"=""29-01-2024 19:00""";"2,48 kr."
"=""29-01-2024 19:00""";"=""29-01-2024 20:00""";"1,15 kr."
"=""29-01-2024 20:00""";"=""29-01-2024 21:00""";"1,14 kr."
"=""29-01-2024 21:00""";"=""29-01-2024 22:00""";"0,93 kr."
"=""29-01-2024 22:00""";"=""29-01-2024 23:00""";"0,77 kr."
"=""29-01-2024 23:00""";"=""30-01-2024 00:00""";"2,05 kr."
"=""30-01-2024 00:00""";"=""30-01-2024 01:00""";"1,20 kr."
"=""30-01-2024 01:00""";"=""30-01-2024 02:00""";"0,35 kr."
"=""30-01-2024 02:00""";"=""30-01-2024 03:00""";"0,39 kr."
"=""30-01-2024 03:00""";"=""30-01-2024 04:00""";"0,22 kr."
"=""30-01-2024 04:00""";"=""30-01-2024 05:00""";"0,20 kr."
"=""30-01-2024 05:00""";"=""30-01-2024 06:00""";"0,24 kr."
"=""30-01-2024 06:00""";"=""30-01-2024 07:00""";"0,26 kr."
"=""30-01-2024 07:00""";"=""30-01-2024 08:00""";"0,71 kr."
"=""30-01-2024 08:00""";"=""30-01-2024 09:00""";"0,60 kr."
"=""30-01-2024 09:00""";"=""30-01-2024 10:00""";"0,35 kr."
"=""30-01-2024 10:00""";"=""30-01-2024 11:00""";"0,36 kr."
"=""30-01-2024 11:00""";"=""30-01-2024 12:00""";"0,49 kr."
"=""30-01-2024 12:00""";"=""30-01-2024 13:00""";"0,39 kr."
"=""30-01-2024 13:00""";"=""30-01-2024 14:00""";"0,35 kr."
"=""30-01-2024 14:00""";"=""30-01-2024 15:00""";"0,52 kr."
"=""30-01-2024 15:00""";"=""30-01-2024 16:00""";"0,36 kr."
"=""30-01-2024 16:00""";"=""30-01-2024 17:00""";"0,53 kr."
