"Fradato";"Tildato";"Forbrug i kroner"
"=""03-04-2023 16:00""";"=""03-04-2023 17:00""";"0,33 kr."
"=""03-04-2023 17:00""";"=""03-04-2023 18:00""";"0,53 kr."
"=""03-04-2023 18:00""";"=""03-04-2023 19:00""";"0,72 kr."
"=""03-04-2023 19:00""";"=""03-04-2023 20:00""";"3,79 kr."
"=""03-04-2023 20:00""";"=""03-04-2023 21:00""";"4,25 kr."
"=""03-04-2023 21:00""";"=""03-04-2023 22:00""";"0,42 kr."
"=""03-04-2023 22:00""";"=""03-04-2023 23:00""";"0,38 kr."
"=""03-04-2023 23:00""";"=""04-04-2023 00:00""";"0,29 kr."
"=""04-04-2023 00:00""";"=""04-04-2023 01:00""";"0,20 kr."
"=""04-04-2023 01:00""";"=""04-04-2023 02:00""";"0,22 kr."
"=""04-04-2023 02:00""";"=""04-04-2023 03:00""";"0,26 kr."
"=""04-04-2023 03:00""";"=""04-04-2023 04:00""";"0,23 kr."
"=""04-04-2023 04:00""";"=""04-04-2023 05:00""";"0,14 kr."
"=""04-04-2023 05:00""";"=""04-04-2023 06:00""";"0,21 kr."
"=""04-04-2023 06:00""";"=""04-04-2023 07:00""";"0,21 kr."
"=""04-04-2023 07:00""";"=""04-04-2023 08:00""";"0,34 kr."
"=""04-04-2023 08:00""";"=""04-04-2023 09:00""";"1,07 kr."
"=""04-04-2023 09:00""";"=""04-04-2023 10:00""";"0,60 kr."
"=""04-04-2023 10:00""";"=""04-04-2023 11:00""";"0,33 kr."
"=""04-04-2023 11:00""";"=""04-04-2023 12:00""";"0,76 kr."
"=""04-04-2023 12:00""";"=""04-04-2023 13:00""";"0,41 kr."
"=""04-04-2023 13:00""";"=""04-04-2023 14:00""";"1,01 kr."
"=""04-04-2023 14:00""";"=""04-04-2023 15:00""";"0,97 kr."
"=""04-04-2023 15:00""";"=""04-04-2023 16:00""";"1,75 kr."
"=""04-04-2023 16:00""";"=""04-04-2023 17:00""";"1,36 kr."
"=""04-04-2023 17:00""";"=""04-04-2023 18:00""";"3,02 kr."
"=""04-04-2023 18:00""";"=""04-04-2023 19:00""";"1,81 kr."
"=""04-04-2023 19:00""";"=""04-04-2023 20:00""";"0,57 kr."
"=""04-04-2023 20:00""";"=""04-04-2023 21:00""";"0,51 kr."
"=""04-04-2023 21:00""";"=""04-04-2023 22:00""";"0,44 kr."
"=""04-04-2023 22:00""";"=""04-04-2023 23:00""";"0,77 kr."
"=""04-04-2023 23:00""";"=""05-04-2023 00:00""";"0,55 kr."
"=""05-04-2023 00:00""";"=""05-04-2023 01:00""";"0,25 kr."
"=""05-04-2023 01:00""";"=""05-04-2023 02:00""";"0,13 kr."
"=""05-04-2023 02:00""";"=""05-04-2023 03:00""";"0,13 kr."
"=""05-04-2023 03:00""";"=""05-04-2023 04:00""";"0,17 kr."
"=""05-04-2023 04:00""";"=""05-04-2023 05:00""";"0,15 kr."
"=""05-04-2023 05:00""";"=""05-04-2023 06:00""";"0,21 kr."
"=""05-04-2023 06:00""";"=""05-04-2023 07:00""";"0,27 kr."
"=""05-04-2023 07:00""";"=""05-04-2023 08:00""";"0,48 kr."
"=""05-04-2023 08:00""";"=""05-04-2023 09:00""";"0,36 kr."
"=""05-04-2023 09:00""";"=""05-04-2023 10:00""";"1,02 kr."
"=""05-04-2023 10:00""";"=""05-04-2023 11:00""";"0,32 kr."
"=""05-04-2023 11:00""";"=""05-04-2023 12:00""";"0,36 kr."
"=""05-04-2023 12:00""";"=""05-04-2023 13:00""";"0,32 kr."
"=""05-04-2023 13:00""";"=""05-04-2023 14:00""";"0,32 kr."
"=""05-04-2023 14:00""";"=""05-04-2023 15:00""";"0,47 kr."
"=""05-04-2023 15:00""";"=""05-04-2023 16:00""";"0,31 kr."
"=""05-04-2023 16:00""";"=""05-04-2023 17:00""";"0,28 kr."
"=""05-04-2023 17:00""";"=""05-04-2023 18:00""";"0,25 kr."
"=""05-04-2023 18:00""";"=""05-04-2023 19:00""";"0,42 kr."
"=""05-04-2023 19:00""";"=""05-04-2023 20:00""";"4,78 kr."
"=""05-04-2023 20:00""";"=""05-04-2023 21:00""";"0,87 kr."
"=""05-04-2023 21:00""";"=""05-04-2023 22:00""";"0,44 kr."
"=""05-04-2023 22:00""";"=""05-04-2023 23:00""";"0,45 kr."
"=""05-04-2023 23:00""";"=""06-04-2023 00:00""";"0,35 kr."
"=""06-04-2023 00:00""";"=""06-04-2023 01:00""";"0,35 kr."
"=""06-04-2023 01:00""";"=""06-04-2023 02:00""";"0,28 kr."
"=""06-04-2023 02:00""";"=""06-04-2023 03:00""";"0,24 kr."
"=""06-04-2023 03:00""";"=""06-04-2023 04:00""";"0,20 kr."
"=""06-04-2023 04:00""";"=""06-04-2023 05:00""";"0,15 kr."
"=""06-04-2023 05:00""";"=""06-04-2023 06:00""";"0,18 kr."
"=""06-04-2023 06:00""";"=""06-04-2023 07:00""";"0,30 kr."
"=""06-04-2023 07:00""";"=""06-04-2023 08:00""";"0,27 kr."
"=""06-04-2023 08:00""";"=""06-04-2023 09:00""";"0,24 kr."
"=""06-04-2023 09:00""";"=""06-04-2023 10:00""";"0,37 kr."
"=""06-04-2023 10:00""";"=""06-04-2023 11:00""";"0,36 kr."
"=""06-04-2023 11:00""";"=""06-04-2023 12:00""";"0,32 kr."
"=""06-04-2023 12:00""";"=""06-04-2023 13:00""";"0,26 kr."
"=""06-04-2023 13:00""";"=""06-04-2023 14:00""";"0,29 kr."
"=""06-04-2023 14:00""";"=""06-04-2023 15:00""";"0,28 kr."
"=""06-04-2023 15:00""";"=""06-04-2023 16:00""";"0,40 kr."
"=""06-04-2023 16:00""";"=""06-04-2023 17:00""";"1,42 kr."
"=""06-04-2023 17:00""";"=""06-04-2023 18:00""";"0,70 kr."
"=""06-04-2023 18:00""";"=""06-04-2023 19:00""";"1,16 kr."
"=""06-04-2023 19:00""";"=""06-04-2023 20:00""";"1,28 kr."
"=""06-04-2023 20:00""";"=""06-04-2023 21:00""";"0,38 kr."
"=""06-04-2023 21:00""";"=""06-04-2023 22:00""";"0,28 kr."
"=""06-04-2023 22:00""";"=""06-04-2023 23:00""";"0,17 kr."
"=""06-04-2023 23:00""";"=""07-04-2023 00:00""";"0,14 kr."
"=""07-04-2023 00:00""";"=""07-04-2023 01:00""";"0,11 kr."
"=""07-04-2023 01:00""";"=""07-04-2023 02:00""";"0,11 kr."
"=""07-04-2023 02:00""";"=""07-04-2023 03:00""";"0,12 kr."
"=""07-04-2023 03:00""";"=""07-04-2023 04:00""";"0,16 kr."
"=""07-04-2023 04:00""";"=""07-04-2023 05:00""";"0,14 kr."
"=""07-04-2023 05:00""";"=""07-04-2023 06:00""";"0,19 kr."
"=""07-04-2023 06:00""";"=""07-04-2023 07:00""";"0,24 kr."
"=""07-04-2023 07:00""";"=""07-04-2023 08:00""";"0,26 kr."
"=""07-04-2023 08:00""";"=""07-04-2023 09:00""";"0,37 kr."
"=""07-04-2023 09:00""";"=""07-04-2023 10:00""";"0,35 kr."
"=""07-04-2023 10:00""";"=""07-04-2023 11:00""";"0,35 kr."
"=""07-04-2023 11:00""";"=""07-04-2023 12:00""";"0,24 kr."
"=""07-04-2023 12:00""";"=""07-04-2023 13:00""";"0,13 kr."
"=""07-04-2023 13:00""";"=""07-04-2023 14:00""";"0,15 kr."
"=""07-04-2023 14:00""";"=""07-04-2023 15:00""";"0,33 kr."
"=""07-04-2023 15:00""";"=""07-04-2023 16:00""";"0,31 kr."
"=""07-04-2023 16:00""";"=""07-04-2023 17:00""";"0,38 kr."
"=""07-04-2023 17:00""";"=""07-04-2023 18:00""";"0,46 kr."
"=""07-04-2023 18:00""";"=""07-04-2023 19:00""";"1,85 kr."
"=""07-04-2023 19:00""";"=""07-04-2023 20:00""";"2,61 kr."
"=""07-04-2023 20:00""";"=""07-04-2023 21:00""";"0,41 kr."
"=""07-04-2023 21:00""";"=""07-04-2023 22:00""";"0,44 kr."
"=""07-04-2023 22:00""";"=""07-04-2023 23:00""";"0,22 kr."
"=""07-04-2023 23:00""";"=""08-04-2023 00:00""";"0,17 kr."
"=""08-04-2023 00:00""";"=""08-04-2023 01:00""";"0,11 kr."
"=""08-04-2023 01:00""";"=""08-04-2023 02:00""";"0,09 kr."
"=""08-04-2023 02:00""";"=""08-04-2023 03:00""";"0,09 kr."
"=""08-04-2023 03:00""";"=""08-04-2023 04:00""";"0,11 kr."
"=""08-04-2023 04:00""";"=""08-04-2023 05:00""";"0,14 kr."
"=""08-04-2023 05:00""";"=""08-04-2023 06:00""";"0,12 kr."
"=""08-04-2023 06:00""";"=""08-04-2023 07:00""";"0,23 kr."
"=""08-04-2023 07:00""";"=""08-04-2023 08:00""";"0,21 kr."
"=""08-04-2023 08:00""";"=""08-04-2023 09:00""";"0,27 kr."
"=""08-04-2023 09:00""";"=""08-04-2023 10:00""";"0,31 kr."
"=""08-04-2023 10:00""";"=""08-04-2023 11:00""";"0,26 kr."
"=""08-04-2023 11:00""";"=""08-04-2023 12:00""";"0,30 kr."
"=""08-04-2023 12:00""";"=""08-04-2023 13:00""";"0,18 kr."
"=""08-04-2023 13:00""";"=""08-04-2023 14:00""";"0,16 kr."
"=""08-04-2023 14:00""";"=""08-04-2023 15:00""";"0,87 kr."
"=""08-04-2023 15:00""";"=""08-04-2023 16:00""";"0,89 kr."
"=""08-04-2023 16:00""";"=""08-04-2023 17:00""";"0,38 kr."
"=""08-04-2023 17:00""";"=""08-04-2023 18:00""";"0,40 kr."
"=""08-04-2023 18:00""";"=""08-04-2023 19:00""";"0,63 kr."
"=""08-04-2023 19:00""";"=""08-04-2023 20:00""";"0,39 kr."
"=""08-04-2023 20:00""";"=""08-04-2023 21:00""";"0,49 kr."
"=""08-04-2023 21:00""";"=""08-04-2023 22:00""";"0,39 kr."
"=""08-04-2023 22:00""";"=""08-04-2023 23:00""";"0,33 kr."
"=""08-04-2023 23:00""";"=""09-04-2023 00:00""";"0,37 kr."
"=""09-04-2023 00:00""";"=""09-04-2023 01:00""";"0,33 kr."
"=""09-04-2023 01:00""";"=""09-04-2023 02:00""";"0,25 kr."
"=""09-04-2023 02:00""";"=""09-04-2023 03:00""";"0,22 kr."
"=""09-04-2023 03:00""";"=""09-04-2023 04:00""";"0,22 kr."
"=""09-04-2023 04:00""";"=""09-04-2023 05:00""";"0,24 kr."
"=""09-04-2023 05:00""";"=""09-04-2023 06:00""";"0,22 kr."
"=""09-04-2023 06:00""";"=""09-04-2023 07:00""";"0,29 kr."
"=""09-04-2023 07:00""";"=""09-04-2023 08:00""";"0,23 kr."
"=""09-04-2023 08:00""";"=""09-04-2023 09:00""";"0,26 kr."
"=""09-04-2023 09:00""";"=""09-04-2023 10:00""";"0,23 kr."
"=""09-04-2023 10:00""";"=""09-04-2023 11:00""";"1,36 kr."
"=""09-04-2023 11:00""";"=""09-04-2023 12:00""";"1,73 kr."
"=""09-04-2023 12:00""";"=""09-04-2023 13:00""";"0,13 kr."
"=""09-04-2023 13:00""";"=""09-04-2023 14:00""";"0,09 kr."
"=""09-04-2023 14:00""";"=""09-04-2023 15:00""";"0,15 kr."
"=""09-04-2023 15:00""";"=""09-04-2023 16:00""";"0,11 kr."
"=""09-04-2023 16:00""";"=""09-04-2023 17:00""";"0,15 kr."
"=""09-04-2023 17:00""";"=""09-04-2023 18:00""";"0,18 kr."
"=""09-04-2023 18:00""";"=""09-04-2023 19:00""";"0,27 kr."
"=""09-04-2023 19:00""";"=""09-04-2023 20:00""";"2,70 kr."
"=""09-04-2023 20:00""";"=""09-04-2023 21:00""";"2,13 kr."
"=""09-04-2023 21:00""";"=""09-04-2023 22:00""";"0,33 kr."
"=""09-04-2023 22:00""";"=""09-04-2023 23:00""";"0,41 kr."
"=""09-04-2023 23:00""";"=""10-04-2023 00:00""";"0,39 kr."
"=""10-04-2023 00:00""";"=""10-04-2023 01:00""";"0,62 kr."
"=""10-04-2023 01:00""";"=""10-04-2023 02:00""";"0,37 kr."
"=""10-04-2023 02:00""";"=""10-04-2023 03:00""";"0,74 kr."
"=""10-04-2023 03:00""";"=""10-04-2023 04:00""";"0,16 kr."
"=""10-04-2023 04:00""";"=""10-04-2023 05:00""";"0,10 kr."
"=""10-04-2023 05:00""";"=""10-04-2023 06:00""";"0,12 kr."
"=""10-04-2023 06:00""";"=""10-04-2023 07:00""";"0,20 kr."
"=""10-04-2023 07:00""";"=""10-04-2023 08:00""";"0,14 kr."
"=""10-04-2023 08:00""";"=""10-04-2023 09:00""";"0,12 kr."
"=""10-04-2023 09:00""";"=""10-04-2023 10:00""";"0,15 kr."
"=""10-04-2023 10:00""";"=""10-04-2023 11:00""";"0,17 kr."
"=""10-04-2023 11:00""";"=""10-04-2023 12:00""";"0,13 kr."
"=""10-04-2023 12:00""";"=""10-04-2023 13:00""";"0,10 kr."
"=""10-04-2023 13:00""";"=""10-04-2023 14:00""";"0,11 kr."
"=""10-04-2023 14:00""";"=""10-04-2023 15:00""";"0,11 kr."
"=""10-04-2023 15:00""";"=""10-04-2023 16:00""";"0,39 kr."
"=""10-04-2023 16:00""";"=""10-04-2023 17:00""";"0,65 kr."
"=""10-04-2023 17:00""";"=""10-04-2023 18:00""";"0,70 kr."
"=""10-04-2023 18:00""";"=""10-04-2023 19:00""";"1,76 kr."
"=""10-04-2023 19:00""";"=""10-04-2023 20:00""";"0,37 kr."
"=""10-04-2023 20:00""";"=""10-04-2023 21:00""";"0,46 kr."
"=""10-04-2023 21:00""";"=""10-04-2023 22:00""";"0,20 kr."
"=""10-04-2023 22:00""";"=""10-04-2023 23:00""";"0,16 kr."
"=""10-04-2023 23:00""";"=""11-04-2023 00:00""";"0,09 kr."
"=""11-04-2023 00:00""";"=""11-04-2023 01:00""";"0,08 kr."
"=""11-04-2023 01:00""";"=""11-04-2023 02:00""";"0,07 kr."
"=""11-04-2023 02:00""";"=""11-04-2023 03:00""";"0,08 kr."
"=""11-04-2023 03:00""";"=""11-04-2023 04:00""";"0,05 kr."
"=""11-04-2023 04:00""";"=""11-04-2023 05:00""";"0,05 kr."
"=""11-04-2023 05:00""";"=""11-04-2023 06:00""";"0,07 kr."
"=""11-04-2023 06:00""";"=""11-04-2023 07:00""";"0,12 kr."
"=""11-04-2023 07:00""";"=""11-04-2023 08:00""";"0,40 kr."
"=""11-04-2023 08:00""";"=""11-04-2023 09:00""";"0,41 kr."
"=""11-04-2023 09:00""";"=""11-04-2023 10:00""";"0,29 kr."
"=""11-04-2023 10:00""";"=""11-04-2023 11:00""";"0,23 kr."
"=""11-04-2023 11:00""";"=""11-04-2023 12:00""";"0,23 kr."
"=""11-04-2023 12:00""";"=""11-04-2023 13:00""";"0,21 kr."
"=""11-04-2023 13:00""";"=""11-04-2023 14:00""";"0,16 kr."
"=""11-04-2023 14:00""";"=""11-04-2023 15:00""";"0,21 kr."
"=""11-04-2023 15:00""";"=""11-04-2023 16:00""";"0,14 kr."
"=""11-04-2023 16:00""";"=""11-04-2023 17:00""";"0,21 kr."
"=""11-04-2023 17:00""";"=""11-04-2023 18:00""";"0,42 kr."
"=""11-04-2023 18:00""";"=""11-04-2023 19:00""";"0,47 kr."
"=""11-04-2023 19:00""";"=""11-04-2023 20:00""";"0,53 kr."
"=""11-04-2023 20:00""";"=""11-04-2023 21:00""";"0,74 kr."
"=""11-04-2023 21:00""";"=""11-04-2023 22:00""";"0,43 kr."
"=""11-04-2023 22:00""";"=""11-04-2023 23:00""";"0,41 kr."
"=""11-04-2023 23:00""";"=""12-04-2023 00:00""";"0,29 kr."
"=""12-04-2023 00:00""";"=""12-04-2023 01:00""";"0,19 kr."
"=""12-04-2023 01:00""";"=""12-04-2023 02:00""";"0,18 kr."
"=""12-04-2023 02:00""";"=""12-04-2023 03:00""";"0,18 kr."
"=""12-04-2023 03:00""";"=""12-04-2023 04:00""";"0,17 kr."
"=""12-04-2023 04:00""";"=""12-04-2023 05:00""";"0,16 kr."
"=""12-04-2023 05:00""";"=""12-04-2023 06:00""";"0,15 kr."
"=""12-04-2023 06:00""";"=""12-04-2023 07:00""";"0,30 kr."
"=""12-04-2023 07:00""";"=""12-04-2023 08:00""";"0,88 kr."
"=""12-04-2023 08:00""";"=""12-04-2023 09:00""";"3,03 kr."
"=""12-04-2023 09:00""";"=""12-04-2023 10:00""";"0,93 kr."
"=""12-04-2023 10:00""";"=""12-04-2023 11:00""";"0,37 kr."
"=""12-04-2023 11:00""";"=""12-04-2023 12:00""";"0,24 kr."
"=""12-04-2023 12:00""";"=""12-04-2023 13:00""";"0,28 kr."
"=""12-04-2023 13:00""";"=""12-04-2023 14:00""";"0,25 kr."
"=""12-04-2023 14:00""";"=""12-04-2023 15:00""";"0,39 kr."
"=""12-04-2023 15:00""";"=""12-04-2023 16:00""";"0,33 kr."
"=""12-04-2023 16:00""";"=""12-04-2023 17:00""";"0,33 kr."
"=""12-04-2023 17:00""";"=""12-04-2023 18:00""";"0,40 kr."
"=""12-04-2023 18:00""";"=""12-04-2023 19:00""";"0,46 kr."
"=""12-04-2023 19:00""";"=""12-04-2023 20:00""";"0,52 kr."
"=""12-04-2023 20:00""";"=""12-04-2023 21:00""";"0,39 kr."
"=""12-04-2023 21:00""";"=""12-04-2023 22:00""";"0,66 kr."
"=""12-04-2023 22:00""";"=""12-04-2023 23:00""";"1,29 kr."
"=""12-04-2023 23:00""";"=""13-04-2023 00:00""";"0,13 kr."
"=""13-04-2023 00:00""";"=""13-04-2023 01:00""";"0,29 kr."
"=""13-04-2023 01:00""";"=""13-04-2023 02:00""";"0,05 kr."
"=""13-04-2023 02:00""";"=""13-04-2023 03:00""";"0,10 kr."
"=""13-04-2023 03:00""";"=""13-04-2023 04:00""";"0,09 kr."
"=""13-04-2023 04:00""";"=""13-04-2023 05:00""";"0,12 kr."
"=""13-04-2023 05:00""";"=""13-04-2023 06:00""";"0,10 kr."
"=""13-04-2023 06:00""";"=""13-04-2023 07:00""";"0,23 kr."
"=""13-04-2023 07:00""";"=""13-04-2023 08:00""";"0,26 kr."
"=""13-04-2023 08:00""";"=""13-04-2023 09:00""";"1,64 kr."
"=""13-04-2023 09:00""";"=""13-04-2023 10:00""";"0,35 kr."
"=""13-04-2023 10:00""";"=""13-04-2023 11:00""";"0,22 kr."
"=""13-04-2023 11:00""";"=""13-04-2023 12:00""";"0,20 kr."
"=""13-04-2023 12:00""";"=""13-04-2023 13:00""";"0,29 kr."
"=""13-04-2023 13:00""";"=""13-04-2023 14:00""";"0,22 kr."
"=""13-04-2023 14:00""";"=""13-04-2023 15:00""";"0,19 kr."
"=""13-04-2023 15:00""";"=""13-04-2023 16:00""";"0,19 kr."
"=""13-04-2023 16:00""";"=""13-04-2023 17:00""";"0,14 kr."
"=""13-04-2023 17:00""";"=""13-04-2023 18:00""";"0,67 kr."
"=""13-04-2023 18:00""";"=""13-04-2023 19:00""";"2,96 kr."
"=""13-04-2023 19:00""";"=""13-04-2023 20:00""";"2,28 kr."
"=""13-04-2023 20:00""";"=""13-04-2023 21:00""";"0,54 kr."
"=""13-04-2023 21:00""";"=""13-04-2023 22:00""";"0,49 kr."
"=""13-04-2023 22:00""";"=""13-04-2023 23:00""";"0,36 kr."
"=""13-04-2023 23:00""";"=""14-04-2023 00:00""";"0,24 kr."
"=""14-04-2023 00:00""";"=""14-04-2023 01:00""";"0,16 kr."
"=""14-04-2023 01:00""";"=""14-04-2023 02:00""";"0,24 kr."
"=""14-04-2023 02:00""";"=""14-04-2023 03:00""";"0,23 kr."
"=""14-04-2023 03:00""";"=""14-04-2023 04:00""";"0,17 kr."
"=""14-04-2023 04:00""";"=""14-04-2023 05:00""";"0,18 kr."
"=""14-04-2023 05:00""";"=""14-04-2023 06:00""";"0,25 kr."
"=""14-04-2023 06:00""";"=""14-04-2023 07:00""";"0,40 kr."
"=""14-04-2023 07:00""";"=""14-04-2023 08:00""";"0,61 kr."
"=""14-04-2023 08:00""";"=""14-04-2023 09:00""";"0,46 kr."
"=""14-04-2023 09:00""";"=""14-04-2023 10:00""";"0,51 kr."
"=""14-04-2023 10:00""";"=""14-04-2023 11:00""";"0,39 kr."
"=""14-04-2023 11:00""";"=""14-04-2023 12:00""";"0,45 kr."
"=""14-04-2023 12:00""";"=""14-04-2023 13:00""";"0,39 kr."
"=""14-04-2023 13:00""";"=""14-04-2023 14:00""";"0,45 kr."
"=""14-04-2023 14:00""";"=""14-04-2023 15:00""";"0,36 kr."
"=""14-04-2023 15:00""";"=""14-04-2023 16:00""";"0,32 kr."
"=""14-04-2023 16:00""";"=""14-04-2023 17:00""";"0,29 kr."
"=""14-04-2023 17:00""";"=""14-04-2023 18:00""";"0,38 kr."
"=""14-04-2023 18:00""";"=""14-04-2023 19:00""";"0,37 kr."
"=""14-04-2023 19:00""";"=""14-04-2023 20:00""";"1,68 kr."
"=""14-04-2023 20:00""";"=""14-04-2023 21:00""";"2,27 kr."
"=""14-04-2023 21:00""";"=""14-04-2023 22:00""";"0,59 kr."
"=""14-04-2023 22:00""";"=""14-04-2023 23:00""";"0,40 kr."
"=""14-04-2023 23:00""";"=""15-04-2023 00:00""";"0,36 kr."
"=""15-04-2023 00:00""";"=""15-04-2023 01:00""";"1,40 kr."
"=""15-04-2023 01:00""";"=""15-04-2023 02:00""";"0,80 kr."
"=""15-04-2023 02:00""";"=""15-04-2023 03:00""";"0,18 kr."
"=""15-04-2023 03:00""";"=""15-04-2023 04:00""";"0,14 kr."
"=""15-04-2023 04:00""";"=""15-04-2023 05:00""";"0,12 kr."
"=""15-04-2023 05:00""";"=""15-04-2023 06:00""";"0,07 kr."
"=""15-04-2023 06:00""";"=""15-04-2023 07:00""";"0,09 kr."
"=""15-04-2023 07:00""";"=""15-04-2023 08:00""";"0,09 kr."
"=""15-04-2023 08:00""";"=""15-04-2023 09:00""";"0,11 kr."
"=""15-04-2023 09:00""";"=""15-04-2023 10:00""";"1,56 kr."
"=""15-04-2023 10:00""";"=""15-04-2023 11:00""";"1,62 kr."
"=""15-04-2023 11:00""";"=""15-04-2023 12:00""";"0,24 kr."
"=""15-04-2023 12:00""";"=""15-04-2023 13:00""";"0,24 kr."
"=""15-04-2023 13:00""";"=""15-04-2023 14:00""";"0,25 kr."
"=""15-04-2023 14:00""";"=""15-04-2023 15:00""";"0,23 kr."
"=""15-04-2023 15:00""";"=""15-04-2023 16:00""";"0,28 kr."
"=""15-04-2023 16:00""";"=""15-04-2023 17:00""";"0,20 kr."
"=""15-04-2023 17:00""";"=""15-04-2023 18:00""";"0,30 kr."
"=""15-04-2023 18:00""";"=""15-04-2023 19:00""";"1,16 kr."
"=""15-04-2023 19:00""";"=""15-04-2023 20:00""";"2,01 kr."
"=""15-04-2023 20:00""";"=""15-04-2023 21:00""";"0,72 kr."
