"Fradato";"Tildato";"Forbrug i kroner"
"=""15-04-2023 21:00""";"=""15-04-2023 22:00""";"0,24 kr."
"=""15-04-2023 22:00""";"=""15-04-2023 23:00""";"0,21 kr."
"=""15-04-2023 23:00""";"=""16-04-2023 00:00""";"0,17 kr."
"=""16-04-2023 00:00""";"=""16-04-2023 01:00""";"0,16 kr."
"=""16-04-2023 01:00""";"=""16-04-2023 02:00""";"0,17 kr."
"=""16-04-2023 02:00""";"=""16-04-2023 03:00""";"0,13 kr."
"=""16-04-2023 03:00""";"=""16-04-2023 04:00""";"0,13 kr."
"=""16-04-2023 04:00""";"=""16-04-2023 05:00""";"0,15 kr."
"=""16-04-2023 05:00""";"=""16-04-2023 06:00""";"0,10 kr."
"=""16-04-2023 06:00""";"=""16-04-2023 07:00""";"0,14 kr."
"=""16-04-2023 07:00""";"=""16-04-2023 08:00""";"0,25 kr."
"=""16-04-2023 08:00""";"=""16-04-2023 09:00""";"0,35 kr."
"=""16-04-2023 09:00""";"=""16-04-2023 10:00""";"0,34 kr."
"=""16-04-2023 10:00""";"=""16-04-2023 11:00""";"0,35 kr."
"=""16-04-2023 11:00""";"=""16-04-2023 12:00""";"0,41 kr."
"=""16-04-2023 12:00""";"=""16-04-2023 13:00""";"0,40 kr."
"=""16-04-2023 13:00""";"=""16-04-2023 14:00""";"0,37 kr."
"=""16-04-2023 14:00""";"=""16-04-2023 15:00""";"0,48 kr."
"=""16-04-2023 15:00""";"=""16-04-2023 16:00""";"0,35 kr."
"=""16-04-2023 16:00""";"=""16-04-2023 17:00""";"0,29 kr."
"=""16-04-2023 17:00""";"=""16-04-2023 18:00""";"1,61 kr."
"=""16-04-2023 18:00""";"=""16-04-2023 19:00""";"1,74 kr."
"=""16-04-2023 19:00""";"=""16-04-2023 20:00""";"1,98 kr."
"=""16-04-2023 20:00""";"=""16-04-2023 21:00""";"0,46 kr."
"=""16-04-2023 21:00""";"=""16-04-2023 22:00""";"0,36 kr."
"=""16-04-2023 22:00""";"=""16-04-2023 23:00""";"0,41 kr."
"=""16-04-2023 23:00""";"=""17-04-2023 00:00""";"0,26 kr."
"=""17-04-2023 00:00""";"=""17-04-2023 01:00""";"0,31 kr."
"=""17-04-2023 01:00""";"=""17-04-2023 02:00""";"0,18 kr."
"=""17-04-2023 02:00""";"=""17-04-2023 03:00""";"0,16 kr."
"=""17-04-2023 03:00""";"=""17-04-2023 04:00""";"0,21 kr."
"=""17-04-2023 04:00""";"=""17-04-2023 05:00""";"0,21 kr."
"=""17-04-2023 05:00""";"=""17-04-2023 06:00""";"0,20 kr."
"=""17-04-2023 06:00""";"=""17-04-2023 07:00""";"0,34 kr."
"=""17-04-2023 07:00""";"=""17-04-2023 08:00""";"0,40 kr."
"=""17-04-2023 08:00""";"=""17-04-2023 09:00""";"1,24 kr."
"=""17-04-2023 09:00""";"=""17-04-2023 10:00""";"1,77 kr."
"=""17-04-2023 10:00""";"=""17-04-2023 11:00""";"0,48 kr."
"=""17-04-2023 11:00""";"=""17-04-2023 12:00""";"0,33 kr."
"=""17-04-2023 12:00""";"=""17-04-2023 13:00""";"0,26 kr."
"=""17-04-2023 13:00""";"=""17-04-2023 14:00""";"0,24 kr."
"=""17-04-2023 14:00""";"=""17-04-2023 15:00""";"0,25 kr."
"=""17-04-2023 15:00""";"=""17-04-2023 16:00""";"0,27 kr."
"=""17-04-2023 16:00""";"=""17-04-2023 17:00""";"0,22 kr."
"=""17-04-2023 17:00""";"=""17-04-2023 18:00""";"0,31 kr."
"=""17-04-2023 18:00""";"=""17-04-2023 19:00""";"0,54 kr."
"=""17-04-2023 19:00""";"=""17-04-2023 20:00""";"0,40 kr."
"=""17-04-2023 20:00""";"=""17-04-2023 21:00""";"0,85 kr."
"=""17-04-2023 21:00""";"=""17-04-2023 22:00""";"1,43 kr."
"=""17-04-2023 22:00""";"=""17-04-2023 23:00""";"0,34 kr."
"=""17-04-2023 23:00""";"=""18-04-2023 00:00""";"0,19 kr."
"=""18-04-2023 00:00""";"=""18-04-2023 01:00""";"0,23 kr."
"=""18-04-2023 01:00""";"=""18-04-2023 02:00""";"0,14 kr."
"=""18-04-2023 02:00""";"=""18-04-2023 03:00""";"0,31 kr."
"=""18-04-2023 03:00""";"=""18-04-2023 04:00""";"0,19 kr."
"=""18-04-2023 04:00""";"=""18-04-2023 05:00""";"0,19 kr."
"=""18-04-2023 05:00""";"=""18-04-2023 06:00""";"0,19 kr."
"=""18-04-2023 06:00""";"=""18-04-2023 07:00""";"0,30 kr."
"=""18-04-2023 07:00""";"=""18-04-2023 08:00""";"0,32 kr."
"=""18-04-2023 08:00""";"=""18-04-2023 09:00""";"0,24 kr."
"=""18-04-2023 09:00""";"=""18-04-2023 10:00""";"0,27 kr."
"=""18-04-2023 10:00""";"=""18-04-2023 11:00""";"0,23 kr."
"=""18-04-2023 11:00""";"=""18-04-2023 12:00""";"0,21 kr."
"=""18-04-2023 12:00""";"=""18-04-2023 13:00""";"0,18 kr."
"=""18-04-2023 13:00""";"=""18-04-2023 14:00""";"0,14 kr."
"=""18-04-2023 14:00""";"=""18-04-2023 15:00""";"0,28 kr."
"=""18-04-2023 15:00""";"=""18-04-2023 16:00""";"0,22 kr."
"=""18-04-2023 16:00""";"=""18-04-2023 17:00""";"0,18 kr."
"=""18-04-2023 17:00""";"=""18-04-2023 18:00""";"0,30 kr."
"=""18-04-2023 18:00""";"=""18-04-2023 19:00""";"0,31 kr."
"=""18-04-2023 19:00""";"=""18-04-2023 20:00""";"0,40 kr."
"=""18-04-2023 20:00""";"=""18-04-2023 21:00""";"0,42 kr."
"=""18-04-2023 21:00""";"=""18-04-2023 22:00""";"0,34 kr."
"=""18-04-2023 22:00""";"=""18-04-2023 23:00""";"0,18 kr."
"=""18-04-2023 23:00""";"=""19-04-2023 00:00""";"0,17 kr."
"=""19-04-2023 00:00""";"=""19-04-2023 01:00""";"0,17 kr."
"=""19-04-2023 01:00""";"=""19-04-2023 02:00""";"0,13 kr."
"=""19-04-2023 02:00""";"=""19-04-2023 03:00""";"0,09 kr."
"=""19-04-2023 03:00""";"=""19-04-2023 04:00""";"0,09 kr."
"=""19-04-2023 04:00""";"=""19-04-2023 05:00""";"0,09 kr."
"=""19-04-2023 05:00""";"=""19-04-2023 06:00""";"0,09 kr."
"=""19-04-2023 06:00""";"=""19-04-2023 07:00""";"0,19 kr."
"=""19-04-2023 07:00""";"=""19-04-2023 08:00""";"0,31 kr."
"=""19-04-2023 08:00""";"=""19-04-2023 09:00""";"0,27 kr."
"=""19-04-2023 09:00""";"=""19-04-2023 10:00""";"0,23 kr."
"=""19-04-2023 10:00""";"=""19-04-2023 11:00""";"0,29 kr."
"=""19-04-2023 11:00""";"=""19-04-2023 12:00""";"0,25 kr."
"=""19-04-2023 12:00""";"=""19-04-2023 13:00""";"0,16 kr."
"=""19-04-2023 13:00""";"=""19-04-2023 14:00""";"0,09 kr."
"=""19-04-2023 14:00""";"=""19-04-2023 15:00""";"0,12 kr."
"=""19-04-2023 15:00""";"=""19-04-2023 16:00""";"0,15 kr."
"=""19-04-2023 16:00""";"=""19-04-2023 17:00""";"0,21 kr."
"=""19-04-2023 17:00""";"=""19-04-2023 18:00""";"0,29 kr."
"=""19-04-2023 18:00""";"=""19-04-2023 19:00""";"0,36 kr."
"=""19-04-2023 19:00""";"=""19-04-2023 20:00""";"0,33 kr."
"=""19-04-2023 20:00""";"=""19-04-2023 21:00""";"0,32 kr."
"=""19-04-2023 21:00""";"=""19-04-2023 22:00""";"0,97 kr."
"=""19-04-2023 22:00""";"=""19-04-2023 23:00""";"0,85 kr."
"=""19-04-2023 23:00""";"=""20-04-2023 00:00""";"0,44 kr."
"=""20-04-2023 00:00""";"=""20-04-2023 01:00""";"0,12 kr."
"=""20-04-2023 01:00""";"=""20-04-2023 02:00""";"0,11 kr."
"=""20-04-2023 02:00""";"=""20-04-2023 03:00""";"0,10 kr."
"=""20-04-2023 03:00""";"=""20-04-2023 04:00""";"0,08 kr."
"=""20-04-2023 04:00""";"=""20-04-2023 05:00""";"0,13 kr."
"=""20-04-2023 05:00""";"=""20-04-2023 06:00""";"0,14 kr."
"=""20-04-2023 06:00""";"=""20-04-2023 07:00""";"0,22 kr."
"=""20-04-2023 07:00""";"=""20-04-2023 08:00""";"0,20 kr."
"=""20-04-2023 08:00""";"=""20-04-2023 09:00""";"0,28 kr."
"=""20-04-2023 09:00""";"=""20-04-2023 10:00""";"0,30 kr."
"=""20-04-2023 10:00""";"=""20-04-2023 11:00""";"0,35 kr."
"=""20-04-2023 11:00""";"=""20-04-2023 12:00""";"0,30 kr."
"=""20-04-2023 12:00""";"=""20-04-2023 13:00""";"0,26 kr."
"=""20-04-2023 13:00""";"=""20-04-2023 14:00""";"0,26 kr."
"=""20-04-2023 14:00""";"=""20-04-2023 15:00""";"0,21 kr."
"=""20-04-2023 15:00""";"=""20-04-2023 16:00""";"0,46 kr."
"=""20-04-2023 16:00""";"=""20-04-2023 17:00""";"1,09 kr."
"=""20-04-2023 17:00""";"=""20-04-2023 18:00""";"1,71 kr."
"=""20-04-2023 18:00""";"=""20-04-2023 19:00""";"0,48 kr."
"=""20-04-2023 19:00""";"=""20-04-2023 20:00""";"0,44 kr."
"=""20-04-2023 20:00""";"=""20-04-2023 21:00""";"0,28 kr."
"=""20-04-2023 21:00""";"=""20-04-2023 22:00""";"0,22 kr."
"=""20-04-2023 22:00""";"=""20-04-2023 23:00""";"0,27 kr."
"=""20-04-2023 23:00""";"=""21-04-2023 00:00""";"0,14 kr."
"=""21-04-2023 00:00""";"=""21-04-2023 01:00""";"0,10 kr."
"=""21-04-2023 01:00""";"=""21-04-2023 02:00""";"0,09 kr."
"=""21-04-2023 02:00""";"=""21-04-2023 03:00""";"0,10 kr."
"=""21-04-2023 03:00""";"=""21-04-2023 04:00""";"0,11 kr."
"=""21-04-2023 04:00""";"=""21-04-2023 05:00""";"0,11 kr."
"=""21-04-2023 05:00""";"=""21-04-2023 06:00""";"0,23 kr."
"=""21-04-2023 06:00""";"=""21-04-2023 07:00""";"0,24 kr."
"=""21-04-2023 07:00""";"=""21-04-2023 08:00""";"0,38 kr."
"=""21-04-2023 08:00""";"=""21-04-2023 09:00""";"0,36 kr."
"=""21-04-2023 09:00""";"=""21-04-2023 10:00""";"0,40 kr."
"=""21-04-2023 10:00""";"=""21-04-2023 11:00""";"0,37 kr."
"=""21-04-2023 11:00""";"=""21-04-2023 12:00""";"0,41 kr."
"=""21-04-2023 12:00""";"=""21-04-2023 13:00""";"0,23 kr."
"=""21-04-2023 13:00""";"=""21-04-2023 14:00""";"0,17 kr."
"=""21-04-2023 14:00""";"=""21-04-2023 15:00""";"0,17 kr."
"=""21-04-2023 15:00""";"=""21-04-2023 16:00""";"0,17 kr."
"=""21-04-2023 16:00""";"=""21-04-2023 17:00""";"0,25 kr."
"=""21-04-2023 17:00""";"=""21-04-2023 18:00""";"0,33 kr."
"=""21-04-2023 18:00""";"=""21-04-2023 19:00""";"0,41 kr."
"=""21-04-2023 19:00""";"=""21-04-2023 20:00""";"0,46 kr."
"=""21-04-2023 20:00""";"=""21-04-2023 21:00""";"0,44 kr."
"=""21-04-2023 21:00""";"=""21-04-2023 22:00""";"0,37 kr."
"=""21-04-2023 22:00""";"=""21-04-2023 23:00""";"0,33 kr."
"=""21-04-2023 23:00""";"=""22-04-2023 00:00""";"1,22 kr."
"=""22-04-2023 00:00""";"=""22-04-2023 01:00""";"0,74 kr."
"=""22-04-2023 01:00""";"=""22-04-2023 02:00""";"0,26 kr."
"=""22-04-2023 02:00""";"=""22-04-2023 03:00""";"0,25 kr."
"=""22-04-2023 03:00""";"=""22-04-2023 04:00""";"0,19 kr."
"=""22-04-2023 04:00""";"=""22-04-2023 05:00""";"0,17 kr."
"=""22-04-2023 05:00""";"=""22-04-2023 06:00""";"0,12 kr."
"=""22-04-2023 06:00""";"=""22-04-2023 07:00""";"0,15 kr."
"=""22-04-2023 07:00""";"=""22-04-2023 08:00""";"0,14 kr."
"=""22-04-2023 08:00""";"=""22-04-2023 09:00""";"0,22 kr."
"=""22-04-2023 09:00""";"=""22-04-2023 10:00""";"0,40 kr."
"=""22-04-2023 10:00""";"=""22-04-2023 11:00""";"0,66 kr."
"=""22-04-2023 11:00""";"=""22-04-2023 12:00""";"1,13 kr."
"=""22-04-2023 12:00""";"=""22-04-2023 13:00""";"0,43 kr."
"=""22-04-2023 13:00""";"=""22-04-2023 14:00""";"1,57 kr."
"=""22-04-2023 14:00""";"=""22-04-2023 15:00""";"0,55 kr."
"=""22-04-2023 15:00""";"=""22-04-2023 16:00""";"0,20 kr."
"=""22-04-2023 16:00""";"=""22-04-2023 17:00""";"0,19 kr."
"=""22-04-2023 17:00""";"=""22-04-2023 18:00""";"0,31 kr."
"=""22-04-2023 18:00""";"=""22-04-2023 19:00""";"0,43 kr."
"=""22-04-2023 19:00""";"=""22-04-2023 20:00""";"0,31 kr."
"=""22-04-2023 20:00""";"=""22-04-2023 21:00""";"0,27 kr."
"=""22-04-2023 21:00""";"=""22-04-2023 22:00""";"0,13 kr."
"=""22-04-2023 22:00""";"=""22-04-2023 23:00""";"0,14 kr."
"=""22-04-2023 23:00""";"=""23-04-2023 00:00""";"0,11 kr."
"=""23-04-2023 00:00""";"=""23-04-2023 01:00""";"0,09 kr."
"=""23-04-2023 01:00""";"=""23-04-2023 02:00""";"0,11 kr."
"=""23-04-2023 02:00""";"=""23-04-2023 03:00""";"0,12 kr."
"=""23-04-2023 03:00""";"=""23-04-2023 04:00""";"0,11 kr."
"=""23-04-2023 04:00""";"=""23-04-2023 05:00""";"0,08 kr."
"=""23-04-2023 05:00""";"=""23-04-2023 06:00""";"0,13 kr."
"=""23-04-2023 06:00""";"=""23-04-2023 07:00""";"0,16 kr."
"=""23-04-2023 07:00""";"=""23-04-2023 08:00""";"0,16 kr."
"=""23-04-2023 08:00""";"=""23-04-2023 09:00""";"0,19 kr."
"=""23-04-2023 09:00""";"=""23-04-2023 10:00""";"0,21 kr."
"=""23-04-2023 10:00""";"=""23-04-2023 11:00""";"0,30 kr."
"=""23-04-2023 11:00""";"=""23-04-2023 12:00""";"0,24 kr."
"=""23-04-2023 12:00""";"=""23-04-2023 13:00""";"0,24 kr."
"=""23-04-2023 13:00""";"=""23-04-2023 14:00""";"0,16 kr."
"=""23-04-2023 14:00""";"=""23-04-2023 15:00""";"0,11 kr."
"=""23-04-2023 15:00""";"=""23-04-2023 16:00""";"0,65 kr."
"=""23-04-2023 16:00""";"=""23-04-2023 17:00""";"0,28 kr."
"=""23-04-2023 17:00""";"=""23-04-2023 18:00""";"0,51 kr."
"=""23-04-2023 18:00""";"=""23-04-2023 19:00""";"2,69 kr."
"=""23-04-2023 19:00""";"=""23-04-2023 20:00""";"1,77 kr."
"=""23-04-2023 20:00""";"=""23-04-2023 21:00""";"0,53 kr."
"=""23-04-2023 21:00""";"=""23-04-2023 22:00""";"0,45 kr."
"=""23-04-2023 22:00""";"=""23-04-2023 23:00""";"0,40 kr."
"=""23-04-2023 23:00""";"=""24-04-2023 00:00""";"0,27 kr."
"=""24-04-2023 00:00""";"=""24-04-2023 01:00""";"0,18 kr."
"=""24-04-2023 01:00""";"=""24-04-2023 02:00""";"0,15 kr."
"=""24-04-2023 02:00""";"=""24-04-2023 03:00""";"0,11 kr."
"=""24-04-2023 03:00""";"=""24-04-2023 04:00""";"0,11 kr."
"=""24-04-2023 04:00""";"=""24-04-2023 05:00""";"0,09 kr."
"=""24-04-2023 05:00""";"=""24-04-2023 06:00""";"0,18 kr."
"=""24-04-2023 06:00""";"=""24-04-2023 07:00""";"0,26 kr."
"=""24-04-2023 07:00""";"=""24-04-2023 08:00""";"1,73 kr."
"=""24-04-2023 08:00""";"=""24-04-2023 09:00""";"2,76 kr."
"=""24-04-2023 09:00""";"=""24-04-2023 10:00""";"0,53 kr."
"=""24-04-2023 10:00""";"=""24-04-2023 11:00""";"0,33 kr."
"=""24-04-2023 11:00""";"=""24-04-2023 12:00""";"0,25 kr."
"=""24-04-2023 12:00""";"=""24-04-2023 13:00""";"0,31 kr."
"=""24-04-2023 13:00""";"=""24-04-2023 14:00""";"0,29 kr."
"=""24-04-2023 14:00""";"=""24-04-2023 15:00""";"0,31 kr."
"=""24-04-2023 15:00""";"=""24-04-2023 16:00""";"0,28 kr."
"=""24-04-2023 16:00""";"=""24-04-2023 17:00""";"0,30 kr."
"=""24-04-2023 17:00""";"=""24-04-2023 18:00""";"0,50 kr."
"=""24-04-2023 18:00""";"=""24-04-2023 19:00""";"0,46 kr."
"=""24-04-2023 19:00""";"=""24-04-2023 20:00""";"0,40 kr."
"=""24-04-2023 20:00""";"=""24-04-2023 21:00""";"0,54 kr."
"=""24-04-2023 21:00""";"=""24-04-2023 22:00""";"0,39 kr."
"=""24-04-2023 22:00""";"=""24-04-2023 23:00""";"1,02 kr."
"=""24-04-2023 23:00""";"=""25-04-2023 00:00""";"0,21 kr."
"=""25-04-2023 00:00""";"=""25-04-2023 01:00""";"0,52 kr."
"=""25-04-2023 01:00""";"=""25-04-2023 02:00""";"0,11 kr."
"=""25-04-2023 02:00""";"=""25-04-2023 03:00""";"0,16 kr."
"=""25-04-2023 03:00""";"=""25-04-2023 04:00""";"0,10 kr."
"=""25-04-2023 04:00""";"=""25-04-2023 05:00""";"0,11 kr."
"=""25-04-2023 05:00""";"=""25-04-2023 06:00""";"0,12 kr."
"=""25-04-2023 06:00""";"=""25-04-2023 07:00""";"0,12 kr."
"=""25-04-2023 07:00""";"=""25-04-2023 08:00""";"0,23 kr."
"=""25-04-2023 08:00""";"=""25-04-2023 09:00""";"0,30 kr."
"=""25-04-2023 09:00""";"=""25-04-2023 10:00""";"0,99 kr."
"=""25-04-2023 10:00""";"=""25-04-2023 11:00""";"0,33 kr."
"=""25-04-2023 11:00""";"=""25-04-2023 12:00""";"0,31 kr."
"=""25-04-2023 12:00""";"=""25-04-2023 13:00""";"0,28 kr."
"=""25-04-2023 13:00""";"=""25-04-2023 14:00""";"0,10 kr."
"=""25-04-2023 14:00""";"=""25-04-2023 15:00""";"0,16 kr."
"=""25-04-2023 15:00""";"=""25-04-2023 16:00""";"0,17 kr."
"=""25-04-2023 16:00""";"=""25-04-2023 17:00""";"0,16 kr."
"=""25-04-2023 17:00""";"=""25-04-2023 18:00""";"0,29 kr."
"=""25-04-2023 18:00""";"=""25-04-2023 19:00""";"0,31 kr."
"=""25-04-2023 19:00""";"=""25-04-2023 20:00""";"0,38 kr."
"=""25-04-2023 20:00""";"=""25-04-2023 21:00""";"0,50 kr."
"=""25-04-2023 21:00""";"=""25-04-2023 22:00""";"0,24 kr."
"=""25-04-2023 22:00""";"=""25-04-2023 23:00""";"0,15 kr."
"=""25-04-2023 23:00""";"=""26-04-2023 00:00""";"0,12 kr."
"=""26-04-2023 00:00""";"=""26-04-2023 01:00""";"0,14 kr."
"=""26-04-2023 01:00""";"=""26-04-2023 02:00""";"0,13 kr."
"=""26-04-2023 02:00""";"=""26-04-2023 03:00""";"0,13 kr."
"=""26-04-2023 03:00""";"=""26-04-2023 04:00""";"0,12 kr."
"=""26-04-2023 04:00""";"=""26-04-2023 05:00""";"0,12 kr."
"=""26-04-2023 05:00""";"=""26-04-2023 06:00""";"0,10 kr."
"=""26-04-2023 06:00""";"=""26-04-2023 07:00""";"0,17 kr."
"=""26-04-2023 07:00""";"=""26-04-2023 08:00""";"1,00 kr."
"=""26-04-2023 08:00""";"=""26-04-2023 09:00""";"1,88 kr."
"=""26-04-2023 09:00""";"=""26-04-2023 10:00""";"1,34 kr."
"=""26-04-2023 10:00""";"=""26-04-2023 11:00""";"0,36 kr."
"=""26-04-2023 11:00""";"=""26-04-2023 12:00""";"0,45 kr."
"=""26-04-2023 12:00""";"=""26-04-2023 13:00""";"0,17 kr."
"=""26-04-2023 13:00""";"=""26-04-2023 14:00""";"0,22 kr."
"=""26-04-2023 14:00""";"=""26-04-2023 15:00""";"0,18 kr."
"=""26-04-2023 15:00""";"=""26-04-2023 16:00""";"0,22 kr."
"=""26-04-2023 16:00""";"=""26-04-2023 17:00""";"0,26 kr."
"=""26-04-2023 17:00""";"=""26-04-2023 18:00""";"0,38 kr."
"=""26-04-2023 18:00""";"=""26-04-2023 19:00""";"0,44 kr."
"=""26-04-2023 19:00""";"=""26-04-2023 20:00""";"0,41 kr."
"=""26-04-2023 20:00""";"=""26-04-2023 21:00""";"0,36 kr."
"=""26-04-2023 21:00""";"=""26-04-2023 22:00""";"0,26 kr."
"=""26-04-2023 22:00""";"=""26-04-2023 23:00""";"0,27 kr."
"=""26-04-2023 23:00""";"=""27-04-2023 00:00""";"0,16 kr."
"=""27-04-2023 00:00""";"=""27-04-2023 01:00""";"0,14 kr."
"=""27-04-2023 01:00""";"=""27-04-2023 02:00""";"0,22 kr."
"=""27-04-2023 02:00""";"=""27-04-2023 03:00""";"0,19 kr."
"=""27-04-2023 03:00""";"=""27-04-2023 04:00""";"0,19 kr."
"=""27-04-2023 04:00""";"=""27-04-2023 05:00""";"0,19 kr."
"=""27-04-2023 05:00""";"=""27-04-2023 06:00""";"0,22 kr."
"=""27-04-2023 06:00""";"=""27-04-2023 07:00""";"0,36 kr."
"=""27-04-2023 07:00""";"=""27-04-2023 08:00""";"0,34 kr."
"=""27-04-2023 08:00""";"=""27-04-2023 09:00""";"0,34 kr."
"=""27-04-2023 09:00""";"=""27-04-2023 10:00""";"0,22 kr."
"=""27-04-2023 10:00""";"=""27-04-2023 11:00""";"0,17 kr."
"=""27-04-2023 11:00""";"=""27-04-2023 12:00""";"0,31 kr."
"=""27-04-2023 12:00""";"=""27-04-2023 13:00""";"0,30 kr."
"=""27-04-2023 13:00""";"=""27-04-2023 14:00""";"0,28 kr."
"=""27-04-2023 14:00""";"=""27-04-2023 15:00""";"0,32 kr."
"=""27-04-2023 15:00""";"=""27-04-2023 16:00""";"0,27 kr."
"=""27-04-2023 16:00""";"=""27-04-2023 17:00""";"0,29 kr."
"=""27-04-2023 17:00""";"=""27-04-2023 18:00""";"1,76 kr."
"=""27-04-2023 18:00""";"=""27-04-2023 19:00""";"2,06 kr."
"=""27-04-2023 19:00""";"=""27-04-2023 20:00""";"0,58 kr."
"=""27-04-2023 20:00""";"=""27-04-2023 21:00""";"0,55 kr."
"=""27-04-2023 21:00""";"=""27-04-2023 22:00""";"1,85 kr."
"=""27-04-2023 22:00""";"=""27-04-2023 23:00""";"0,87 kr."
"=""27-04-2023 23:00""";"=""28-04-2023 00:00""";"0,33 kr."
"=""28-04-2023 00:00""";"=""28-04-2023 01:00""";"0,31 kr."
"=""28-04-2023 01:00""";"=""28-04-2023 02:00""";"0,21 kr."
"=""28-04-2023 02:00""";"=""28-04-2023 03:00""";"0,20 kr."
"=""28-04-2023 03:00""";"=""28-04-2023 04:00""";"0,20 kr."
"=""28-04-2023 04:00""";"=""28-04-2023 05:00""";"0,19 kr."
"=""28-04-2023 05:00""";"=""28-04-2023 06:00""";"0,23 kr."
"=""28-04-2023 06:00""";"=""28-04-2023 07:00""";"0,18 kr."
"=""28-04-2023 07:00""";"=""28-04-2023 08:00""";"0,48 kr."
"=""28-04-2023 08:00""";"=""28-04-2023 09:00""";"0,40 kr."
"=""28-04-2023 09:00""";"=""28-04-2023 10:00""";"0,35 kr."
"=""28-04-2023 10:00""";"=""28-04-2023 11:00""";"0,24 kr."
"=""28-04-2023 11:00""";"=""28-04-2023 12:00""";"0,31 kr."
"=""28-04-2023 12:00""";"=""28-04-2023 13:00""";"0,27 kr."
"=""28-04-2023 13:00""";"=""28-04-2023 14:00""";"0,30 kr."
"=""28-04-2023 14:00""";"=""28-04-2023 15:00""";"0,34 kr."
"=""28-04-2023 15:00""";"=""28-04-2023 16:00""";"0,29 kr."
"=""28-04-2023 16:00""";"=""28-04-2023 17:00""";"0,25 kr."
"=""28-04-2023 17:00""";"=""28-04-2023 18:00""";"0,33 kr."
"=""28-04-2023 18:00""";"=""28-04-2023 19:00""";"1,22 kr."
"=""28-04-2023 19:00""";"=""28-04-2023 20:00""";"2,17 kr."
"=""28-04-2023 20:00""";"=""28-04-2023 21:00""";"1,42 kr."
"=""28-04-2023 21:00""";"=""28-04-2023 22:00""";"0,42 kr."
"=""28-04-2023 22:00""";"=""28-04-2023 23:00""";"0,36 kr."
"=""28-04-2023 23:00""";"=""29-04-2023 00:00""";"0,29 kr."
"=""29-04-2023 00:00""";"=""29-04-2023 01:00""";"0,24 kr."
"=""29-04-2023 01:00""";"=""29-04-2023 02:00""";"0,26 kr."
"=""29-04-2023 02:00""";"=""29-04-2023 03:00""";"0,15 kr."
"=""29-04-2023 03:00""";"=""29-04-2023 04:00""";"0,19 kr."
"=""29-04-2023 04:00""";"=""29-04-2023 05:00""";"0,25 kr."
"=""29-04-2023 05:00""";"=""29-04-2023 06:00""";"0,27 kr."
"=""29-04-2023 06:00""";"=""29-04-2023 07:00""";"0,27 kr."
"=""29-04-2023 07:00""";"=""29-04-2023 08:00""";"0,24 kr."
"=""29-04-2023 08:00""";"=""29-04-2023 09:00""";"0,25 kr."
"=""29-04-2023 09:00""";"=""29-04-2023 10:00""";"0,21 kr."
"=""29-04-2023 10:00""";"=""29-04-2023 11:00""";"1,27 kr."
"=""29-04-2023 11:00""";"=""29-04-2023 12:00""";"0,41 kr."
"=""29-04-2023 12:00""";"=""29-04-2023 13:00""";"0,21 kr."
"=""29-04-2023 13:00""";"=""29-04-2023 14:00""";"0,31 kr."
"=""29-04-2023 14:00""";"=""29-04-2023 15:00""";"0,13 kr."
"=""29-04-2023 15:00""";"=""29-04-2023 16:00""";"0,10 kr."
"=""29-04-2023 16:00""";"=""29-04-2023 17:00""";"0,11 kr."
"=""29-04-2023 17:00""";"=""29-04-2023 18:00""";"0,17 kr."
"=""29-04-2023 18:00""";"=""29-04-2023 19:00""";"0,19 kr."
"=""29-04-2023 19:00""";"=""29-04-2023 20:00""";"0,19 kr."
"=""29-04-2023 20:00""";"=""29-04-2023 21:00""";"0,16 kr."
"=""29-04-2023 21:00""";"=""29-04-2023 22:00""";"0,11 kr."
"=""29-04-2023 22:00""";"=""29-04-2023 23:00""";"0,10 kr."
"=""29-04-2023 23:00""";"=""30-04-2023 00:00""";"0,12 kr."
"=""30-04-2023 00:00""";"=""30-04-2023 01:00""";"0,13 kr."
"=""30-04-2023 01:00""";"=""30-04-2023 02:00""";"0,10 kr."
"=""30-04-2023 02:00""";"=""30-04-2023 03:00""";"0,10 kr."
"=""30-04-2023 03:00""";"=""30-04-2023 04:00""";"0,11 kr."
"=""30-04-2023 04:00""";"=""30-04-2023 05:00""";"0,10 kr."
"=""30-04-2023 05:00""";"=""30-04-2023 06:00""";"0,11 kr."
"=""30-04-2023 06:00""";"=""30-04-2023 07:00""";"0,12 kr."
"=""30-04-2023 07:00""";"=""30-04-2023 08:00""";"0,07 kr."
"=""30-04-2023 08:00""";"=""30-04-2023 09:00""";"0,10 kr."
"=""30-04-2023 09:00""";"=""30-04-2023 10:00""";"0,11 kr."
"=""30-04-2023 10:00""";"=""30-04-2023 11:00""";"0,24 kr."
"=""30-04-2023 11:00""";"=""30-04-2023 12:00""";"0,61 kr."
"=""30-04-2023 12:00""";"=""30-04-2023 13:00""";"0,16 kr."
"=""30-04-2023 13:00""";"=""30-04-2023 14:00""";"0,14 kr."
"=""30-04-2023 14:00""";"=""30-04-2023 15:00""";"0,12 kr."
"=""30-04-2023 15:00""";"=""30-04-2023 16:00""";"0,10 kr."
"=""30-04-2023 16:00""";"=""30-04-2023 17:00""";"0,31 kr."
"=""30-04-2023 17:00""";"=""30-04-2023 18:00""";"1,12 kr."
"=""30-04-2023 18:00""";"=""30-04-2023 19:00""";"0,40 kr."
