Fradato;Tildato;Forbrug i kroner
20-05-2023 07:00;20-05-2023 08:00;0,21 kr.
20-05-2023 08:00;20-05-2023 09:00;0,12 kr.
20-05-2023 09:00;20-05-2023 10:00;0,16 kr.
20-05-2023 10:00;20-05-2023 11:00;0,14 kr.
20-05-2023 11:00;20-05-2023 12:00;0,60 kr.
20-05-2023 12:00;20-05-2023 13:00;0,19 kr.
20-05-2023 13:00;20-05-2023 14:00;0,15 kr.
20-05-2023 14:00;20-05-2023 15:00;0,13 kr.
20-05-2023 15:00;20-05-2023 16:00;0,10 kr.
20-05-2023 16:00;20-05-2023 17:00;0,09 kr.
20-05-2023 17:00;20-05-2023 18:00;0,23 kr.
20-05-2023 18:00;20-05-2023 19:00;0,32 kr.
20-05-2023 19:00;20-05-2023 20:00;0,28 kr.
20-05-2023 20:00;20-05-2023 21:00;0,33 kr.
20-05-2023 21:00;20-05-2023 22:00;0,29 kr.
20-05-2023 22:00;20-05-2023 23:00;0,28 kr.
20-05-2023 23:00;21-05-2023 00:00;0,21 kr.
21-05-2023 00:00;21-05-2023 01:00;0,13 kr.
21-05-2023 01:00;21-05-2023 02:00;0,08 kr.
21-05-2023 02:00;21-05-2023 03:00;0,11 kr.
21-05-2023 03:00;21-05-2023 04:00;0,08 kr.
21-05-2023 04:00;21-05-2023 05:00;0,09 kr.
21-05-2023 05:00;21-05-2023 06:00;0,10 kr.
21-05-2023 06:00;21-05-2023 07:00;0,09 kr.
21-05-2023 07:00;21-05-2023 08:00;0,10 kr.
21-05-2023 08:00;21-05-2023 09:00;0,08 kr.
21-05-2023 09:00;21-05-2023 10:00;0,09 kr.
21-05-2023 10:00;21-05-2023 11:00;0,11 kr.
21-05-2023 11:00;21-05-2023 12:00;0,13 kr.
21-05-2023 12:00;21-05-2023 13:00;0,16 kr.
21-05-2023 13:00;21-05-2023 14:00;0,13 kr.
21-05-2023 14:00;21-05-2023 15:00;0,13 kr.
21-05-2023 15:00;21-05-2023 16:00;0,12 kr.
21-05-2023 16:00;21-05-2023 17:00;0,22 kr.
21-05-2023 17:00;21-05-2023 18:00;1,05 kr.
21-05-2023 18:00;21-05-2023 19:00;0,69 kr.
21-05-2023 19:00;21-05-2023 20:00;2,59 kr.
21-05-2023 20:00;21-05-2023 21:00;0,48 kr.
21-05-2023 21:00;21-05-2023 22:00;0,29 kr.
21-05-2023 22:00;21-05-2023 23:00;0,30 kr.
21-05-2023 23:00;22-05-2023 00:00;1,05 kr.
22-05-2023 00:00;22-05-2023 01:00;0,39 kr.
22-05-2023 01:00;22-05-2023 02:00;0,35 kr.
22-05-2023 02:00;22-05-2023 03:00;0,12 kr.
22-05-2023 03:00;22-05-2023 04:00;0,15 kr.
22-05-2023 04:00;22-05-2023 05:00;0,14 kr.
22-05-2023 05:00;22-05-2023 06:00;0,18 kr.
22-05-2023 06:00;22-05-2023 07:00;0,25 kr.
22-05-2023 07:00;22-05-2023 08:00;0,45 kr.
22-05-2023 08:00;22-05-2023 09:00;0,36 kr.
22-05-2023 09:00;22-05-2023 10:00;0,46 kr.
22-05-2023 10:00;22-05-2023 11:00;0,37 kr.
22-05-2023 11:00;22-05-2023 12:00;0,34 kr.
22-05-2023 12:00;22-05-2023 13:00;0,45 kr.
22-05-2023 13:00;22-05-2023 14:00;0,38 kr.
22-05-2023 14:00;22-05-2023 15:00;0,27 kr.
22-05-2023 15:00;22-05-2023 16:00;0,29 kr.
22-05-2023 16:00;22-05-2023 17:00;0,26 kr.
22-05-2023 17:00;22-05-2023 18:00;1,07 kr.
22-05-2023 18:00;22-05-2023 19:00;0,76 kr.
22-05-2023 19:00;22-05-2023 20:00;0,47 kr.
22-05-2023 20:00;22-05-2023 21:00;0,49 kr.
22-05-2023 21:00;22-05-2023 22:00;0,31 kr.
22-05-2023 22:00;22-05-2023 23:00;0,29 kr.
22-05-2023 23:00;23-05-2023 00:00;0,16 kr.
23-05-2023 00:00;23-05-2023 01:00;0,16 kr.
23-05-2023 01:00;23-05-2023 02:00;0,14 kr.
23-05-2023 02:00;23-05-2023 03:00;0,17 kr.
23-05-2023 03:00;23-05-2023 04:00;0,13 kr.
23-05-2023 04:00;23-05-2023 05:00;0,13 kr.
23-05-2023 05:00;23-05-2023 06:00;0,15 kr.
23-05-2023 06:00;23-05-2023 07:00;0,19 kr.
23-05-2023 07:00;23-05-2023 08:00;0,20 kr.
23-05-2023 08:00;23-05-2023 09:00;0,20 kr.
23-05-2023 09:00;23-05-2023 10:00;0,17 kr.
23-05-2023 10:00;23-05-2023 11:00;0,23 kr.
23-05-2023 11:00;23-05-2023 12:00;0,30 kr.
23-05-2023 12:00;23-05-2023 13:00;0,22 kr.
23-05-2023 13:00;23-05-2023 14:00;0,15 kr.
23-05-2023 14:00;23-05-2023 15:00;0,09 kr.
23-05-2023 15:00;23-05-2023 16:00;0,13 kr.
23-05-2023 16:00;23-05-2023 17:00;0,13 kr.
23-05-2023 17:00;23-05-2023 18:00;1,39 kr.
23-05-2023 18:00;23-05-2023 19:00;1,47 kr.
23-05-2023 19:00;23-05-2023 20:00;0,40 kr.
23-05-2023 20:00;23-05-2023 21:00;0,48 kr.
23-05-2023 21:00;23-05-2023 22:00;0,32 kr.
23-05-2023 22:00;23-05-2023 23:00;1,25 kr.
23-05-2023 23:00;24-05-2023 00:00;0,25 kr.
24-05-2023 00:00;24-05-2023 01:00;0,61 kr.
24-05-2023 01:00;24-05-2023 02:00;0,13 kr.
24-05-2023 02:00;24-05-2023 03:00;0,13 kr.
24-05-2023 03:00;24-05-2023 04:00;0,12 kr.
24-05-2023 04:00;24-05-2023 05:00;0,13 kr.
24-05-2023 05:00;24-05-2023 06:00;0,15 kr.
24-05-2023 06:00;24-05-2023 07:00;0,22 kr.
24-05-2023 07:00;24-05-2023 08:00;0,19 kr.
24-05-2023 08:00;24-05-2023 09:00;0,27 kr.
24-05-2023 09:00;24-05-2023 10:00;0,28 kr.
24-05-2023 10:00;24-05-2023 11:00;0,23 kr.
24-05-2023 11:00;24-05-2023 12:00;0,29 kr.
24-05-2023 12:00;24-05-2023 13:00;0,22 kr.
24-05-2023 13:00;24-05-2023 14:00;0,20 kr.
24-05-2023 14:00;24-05-2023 15:00;0,23 kr.
24-05-2023 15:00;24-05-2023 16:00;0,20 kr.
24-05-2023 16:00;24-05-2023 17:00;0,19 kr.
24-05-2023 17:00;24-05-2023 18:00;0,48 kr.
24-05-2023 18:00;24-05-2023 19:00;0,50 kr.
24-05-2023 19:00;24-05-2023 20:00;4,19 kr.
24-05-2023 20:00;24-05-2023 21:00;1,53 kr.
24-05-2023 21:00;24-05-2023 22:00;0,41 kr.
24-05-2023 22:00;24-05-2023 23:00;0,39 kr.
24-05-2023 23:00;25-05-2023 00:00;0,24 kr.
25-05-2023 00:00;25-05-2023 01:00;0,18 kr.
25-05-2023 01:00;25-05-2023 02:00;0,20 kr.
25-05-2023 02:00;25-05-2023 03:00;0,11 kr.
25-05-2023 03:00;25-05-2023 04:00;0,11 kr.
25-05-2023 04:00;25-05-2023 05:00;0,13 kr.
25-05-2023 05:00;25-05-2023 06:00;0,10 kr.
25-05-2023 06:00;25-05-2023 07:00;0,26 kr.
25-05-2023 07:00;25-05-2023 08:00;0,29 kr.
25-05-2023 08:00;25-05-2023 09:00;0,23 kr.
25-05-2023 09:00;25-05-2023 10:00;0,79 kr.
25-05-2023 10:00;25-05-2023 11:00;0,50 kr.
25-05-2023 11:00;25-05-2023 12:00;3,41 kr.
25-05-2023 12:00;25-05-2023 13:00;2,20 kr.
25-05-2023 13:00;25-05-2023 14:00;6,15 kr.
25-05-2023 14:00;25-05-2023 15:00;6,33 kr.
25-05-2023 15:00;25-05-2023 16:00;6,24 kr.
25-05-2023 16:00;25-05-2023 17:00;0,18 kr.
25-05-2023 17:00;25-05-2023 18:00;1,53 kr.
25-05-2023 18:00;25-05-2023 19:00;0,45 kr.
25-05-2023 19:00;25-05-2023 20:00;0,52 kr.
25-05-2023 20:00;25-05-2023 21:00;0,52 kr.
25-05-2023 21:00;25-05-2023 22:00;0,39 kr.
25-05-2023 22:00;25-05-2023 23:00;0,21 kr.
25-05-2023 23:00;26-05-2023 00:00;0,15 kr.
26-05-2023 00:00;26-05-2023 01:00;0,13 kr.
26-05-2023 01:00;26-05-2023 02:00;0,14 kr.
26-05-2023 02:00;26-05-2023 03:00;0,12 kr.
26-05-2023 03:00;26-05-2023 04:00;0,06 kr.
26-05-2023 04:00;26-05-2023 05:00;0,06 kr.
26-05-2023 05:00;26-05-2023 06:00;0,09 kr.
26-05-2023 06:00;26-05-2023 07:00;0,23 kr.
26-05-2023 07:00;26-05-2023 08:00;0,59 kr.
26-05-2023 08:00;26-05-2023 09:00;1,23 kr.
26-05-2023 09:00;26-05-2023 10:00;0,76 kr.
26-05-2023 10:00;26-05-2023 11:00;0,17 kr.
26-05-2023 11:00;26-05-2023 12:00;0,10 kr.
26-05-2023 12:00;26-05-2023 13:00;0,14 kr.
26-05-2023 13:00;26-05-2023 14:00;0,14 kr.
26-05-2023 14:00;26-05-2023 15:00;0,15 kr.
26-05-2023 15:00;26-05-2023 16:00;0,12 kr.
26-05-2023 16:00;26-05-2023 17:00;0,14 kr.
26-05-2023 17:00;26-05-2023 18:00;0,30 kr.
26-05-2023 18:00;26-05-2023 19:00;0,41 kr.
26-05-2023 19:00;26-05-2023 20:00;0,43 kr.
26-05-2023 20:00;26-05-2023 21:00;0,64 kr.
26-05-2023 21:00;26-05-2023 22:00;0,43 kr.
26-05-2023 22:00;26-05-2023 23:00;0,42 kr.
26-05-2023 23:00;27-05-2023 00:00;1,17 kr.
27-05-2023 00:00;27-05-2023 01:00;0,21 kr.
27-05-2023 01:00;27-05-2023 02:00;0,62 kr.
27-05-2023 02:00;27-05-2023 03:00;0,15 kr.
27-05-2023 03:00;27-05-2023 04:00;0,15 kr.
27-05-2023 04:00;27-05-2023 05:00;0,20 kr.
27-05-2023 05:00;27-05-2023 06:00;0,18 kr.
27-05-2023 06:00;27-05-2023 07:00;0,13 kr.
27-05-2023 07:00;27-05-2023 08:00;0,17 kr.
27-05-2023 08:00;27-05-2023 09:00;0,27 kr.
27-05-2023 09:00;27-05-2023 10:00;1,85 kr.
27-05-2023 10:00;27-05-2023 11:00;0,45 kr.
27-05-2023 11:00;27-05-2023 12:00;0,23 kr.
27-05-2023 12:00;27-05-2023 13:00;0,12 kr.
27-05-2023 13:00;27-05-2023 14:00;0,13 kr.
27-05-2023 14:00;27-05-2023 15:00;0,09 kr.
27-05-2023 15:00;27-05-2023 16:00;0,11 kr.
27-05-2023 16:00;27-05-2023 17:00;0,14 kr.
27-05-2023 17:00;27-05-2023 18:00;0,41 kr.
27-05-2023 18:00;27-05-2023 19:00;0,54 kr.
27-05-2023 19:00;27-05-2023 20:00;0,51 kr.
27-05-2023 20:00;27-05-2023 21:00;0,48 kr.
27-05-2023 21:00;27-05-2023 22:00;0,29 kr.
27-05-2023 22:00;27-05-2023 23:00;0,24 kr.
27-05-2023 23:00;28-05-2023 00:00;0,25 kr.
28-05-2023 00:00;28-05-2023 01:00;0,27 kr.
28-05-2023 01:00;28-05-2023 02:00;0,25 kr.
28-05-2023 02:00;28-05-2023 03:00;0,17 kr.
28-05-2023 03:00;28-05-2023 04:00;0,14 kr.
28-05-2023 04:00;28-05-2023 05:00;0,14 kr.
28-05-2023 05:00;28-05-2023 06:00;0,14 kr.
28-05-2023 06:00;28-05-2023 07:00;0,14 kr.
28-05-2023 07:00;28-05-2023 08:00;0,18 kr.
28-05-2023 08:00;28-05-2023 09:00;0,14 kr.
28-05-2023 09:00;28-05-2023 10:00;0,08 kr.
28-05-2023 10:00;28-05-2023 11:00;0,19 kr.
28-05-2023 11:00;28-05-2023 12:00;0,12 kr.
28-05-2023 12:00;28-05-2023 13:00;0,09 kr.
28-05-2023 13:00;28-05-2023 14:00;0,08 kr.
28-05-2023 14:00;28-05-2023 15:00;0,10 kr.
28-05-2023 15:00;28-05-2023 16:00;0,11 kr.
28-05-2023 16:00;28-05-2023 17:00;0,08 kr.
28-05-2023 17:00;28-05-2023 18:00;0,12 kr.
28-05-2023 18:00;28-05-2023 19:00;0,25 kr.
28-05-2023 19:00;28-05-2023 20:00;0,21 kr.
28-05-2023 20:00;28-05-2023 21:00;0,28 kr.
28-05-2023 21:00;28-05-2023 22:00;0,15 kr.
28-05-2023 22:00;28-05-2023 23:00;0,15 kr.
28-05-2023 23:00;29-05-2023 00:00;0,16 kr.
29-05-2023 00:00;29-05-2023 01:00;0,24 kr.
29-05-2023 01:00;29-05-2023 02:00;0,19 kr.
29-05-2023 02:00;29-05-2023 03:00;0,11 kr.
29-05-2023 03:00;29-05-2023 04:00;0,11 kr.
29-05-2023 04:00;29-05-2023 05:00;0,16 kr.
29-05-2023 05:00;29-05-2023 06:00;0,19 kr.
29-05-2023 06:00;29-05-2023 07:00;0,19 kr.
29-05-2023 07:00;29-05-2023 08:00;0,13 kr.
29-05-2023 08:00;29-05-2023 09:00;0,12 kr.
29-05-2023 09:00;29-05-2023 10:00;0,17 kr.
29-05-2023 10:00;29-05-2023 11:00;0,52 kr.
29-05-2023 11:00;29-05-2023 12:00;0,21 kr.
29-05-2023 12:00;29-05-2023 13:00;0,44 kr.
29-05-2023 13:00;29-05-2023 14:00;0,16 kr.
29-05-2023 14:00;29-05-2023 15:00;0,41 kr.
29-05-2023 15:00;29-05-2023 16:00;0,12 kr.
29-05-2023 16:00;29-05-2023 17:00;0,12 kr.
29-05-2023 17:00;29-05-2023 18:00;0,25 kr.
29-05-2023 18:00;29-05-2023 19:00;0,31 kr.
29-05-2023 19:00;29-05-2023 20:00;0,45 kr.
29-05-2023 20:00;29-05-2023 21:00;0,48 kr.
29-05-2023 21:00;29-05-2023 22:00;1,20 kr.
29-05-2023 22:00;29-05-2023 23:00;0,80 kr.
29-05-2023 23:00;30-05-2023 00:00;0,22 kr.
30-05-2023 00:00;30-05-2023 01:00;0,16 kr.
30-05-2023 01:00;30-05-2023 02:00;0,12 kr.
30-05-2023 02:00;30-05-2023 03:00;0,23 kr.
30-05-2023 03:00;30-05-2023 04:00;0,14 kr.
30-05-2023 04:00;30-05-2023 05:00;0,19 kr.
30-05-2023 05:00;30-05-2023 06:00;0,15 kr.
30-05-2023 06:00;30-05-2023 07:00;0,18 kr.
30-05-2023 07:00;30-05-2023 08:00;0,23 kr.
30-05-2023 08:00;30-05-2023 09:00;0,47 kr.
30-05-2023 09:00;30-05-2023 10:00;0,36 kr.
30-05-2023 10:00;30-05-2023 11:00;0,33 kr.
30-05-2023 11:00;30-05-2023 12:00;0,30 kr.
30-05-2023 12:00;30-05-2023 13:00;0,33 kr.
30-05-2023 13:00;30-05-2023 14:00;0,27 kr.
30-05-2023 14:00;30-05-2023 15:00;0,34 kr.
30-05-2023 15:00;30-05-2023 16:00;0,24 kr.
30-05-2023 16:00;30-05-2023 17:00;0,32 kr.
30-05-2023 17:00;30-05-2023 18:00;0,53 kr.
30-05-2023 18:00;30-05-2023 19:00;2,03 kr.
30-05-2023 19:00;30-05-2023 20:00;1,20 kr.
30-05-2023 20:00;30-05-2023 21:00;0,57 kr.
30-05-2023 21:00;30-05-2023 22:00;0,42 kr.
30-05-2023 22:00;30-05-2023 23:00;0,26 kr.
30-05-2023 23:00;31-05-2023 00:00;0,27 kr.
31-05-2023 00:00;31-05-2023 01:00;0,19 kr.
31-05-2023 01:00;31-05-2023 02:00;0,22 kr.
31-05-2023 02:00;31-05-2023 03:00;0,17 kr.
31-05-2023 03:00;31-05-2023 04:00;0,17 kr.
31-05-2023 04:00;31-05-2023 05:00;0,19 kr.
31-05-2023 05:00;31-05-2023 06:00;0,18 kr.
31-05-2023 06:00;31-05-2023 07:00;0,30 kr.
31-05-2023 07:00;31-05-2023 08:00;0,22 kr.
31-05-2023 08:00;31-05-2023 09:00;1,14 kr.
31-05-2023 09:00;31-05-2023 10:00;0,46 kr.
31-05-2023 10:00;31-05-2023 11:00;0,28 kr.
31-05-2023 11:00;31-05-2023 12:00;0,26 kr.
31-05-2023 12:00;31-05-2023 13:00;0,14 kr.
31-05-2023 13:00;31-05-2023 14:00;0,07 kr.
31-05-2023 14:00;31-05-2023 15:00;0,07 kr.
31-05-2023 15:00;31-05-2023 16:00;0,07 kr.
31-05-2023 16:00;31-05-2023 17:00;0,13 kr.
31-05-2023 17:00;31-05-2023 18:00;1,38 kr.
31-05-2023 18:00;31-05-2023 19:00;2,09 kr.
31-05-2023 19:00;31-05-2023 20:00;0,45 kr.
31-05-2023 20:00;31-05-2023 21:00;0,33 kr.
31-05-2023 21:00;31-05-2023 22:00;0,20 kr.
31-05-2023 22:00;31-05-2023 23:00;4,45 kr.
31-05-2023 23:00;01-06-2023 00:00;11,98 kr.
01-06-2023 00:00;01-06-2023 01:00;10,51 kr.
01-06-2023 01:00;01-06-2023 02:00;10,44 kr.
01-06-2023 02:00;01-06-2023 03:00;10,80 kr.
01-06-2023 03:00;01-06-2023 04:00;11,04 kr.
01-06-2023 04:00;01-06-2023 05:00;1,70 kr.
01-06-2023 05:00;01-06-2023 06:00;0,13 kr.
01-06-2023 06:00;01-06-2023 07:00;0,17 kr.
01-06-2023 07:00;01-06-2023 08:00;0,23 kr.
01-06-2023 08:00;01-06-2023 09:00;1,10 kr.
01-06-2023 09:00;01-06-2023 10:00;0,75 kr.
01-06-2023 10:00;01-06-2023 11:00;0,33 kr.
01-06-2023 11:00;01-06-2023 12:00;0,25 kr.
01-06-2023 12:00;01-06-2023 13:00;0,24 kr.
01-06-2023 13:00;01-06-2023 14:00;0,18 kr.
01-06-2023 14:00;01-06-2023 15:00;0,16 kr.
01-06-2023 15:00;01-06-2023 16:00;0,21 kr.
01-06-2023 16:00;01-06-2023 17:00;0,22 kr.
01-06-2023 17:00;01-06-2023 18:00;0,35 kr.
01-06-2023 18:00;01-06-2023 19:00;0,46 kr.
01-06-2023 19:00;01-06-2023 20:00;0,42 kr.
01-06-2023 20:00;01-06-2023 21:00;0,50 kr.
01-06-2023 21:00;01-06-2023 22:00;0,43 kr.
01-06-2023 22:00;01-06-2023 23:00;0,36 kr.
01-06-2023 23:00;02-06-2023 00:00;0,26 kr.
02-06-2023 00:00;02-06-2023 01:00;0,22 kr.
02-06-2023 01:00;02-06-2023 02:00;0,17 kr.
02-06-2023 02:00;02-06-2023 03:00;0,16 kr.
02-06-2023 03:00;02-06-2023 04:00;0,18 kr.
02-06-2023 04:00;02-06-2023 05:00;0,19 kr.
02-06-2023 05:00;02-06-2023 06:00;0,21 kr.
02-06-2023 06:00;02-06-2023 07:00;0,38 kr.
02-06-2023 07:00;02-06-2023 08:00;0,35 kr.
02-06-2023 08:00;02-06-2023 09:00;0,29 kr.
02-06-2023 09:00;02-06-2023 10:00;0,34 kr.
02-06-2023 10:00;02-06-2023 11:00;0,32 kr.
02-06-2023 11:00;02-06-2023 12:00;0,31 kr.
02-06-2023 12:00;02-06-2023 13:00;0,33 kr.
02-06-2023 13:00;02-06-2023 14:00;0,25 kr.
02-06-2023 14:00;02-06-2023 15:00;0,27 kr.
02-06-2023 15:00;02-06-2023 16:00;0,26 kr.
02-06-2023 16:00;02-06-2023 17:00;0,28 kr.
02-06-2023 17:00;02-06-2023 18:00;0,35 kr.
02-06-2023 18:00;02-06-2023 19:00;0,36 kr.
02-06-2023 19:00;02-06-2023 20:00;1,88 kr.
02-06-2023 20:00;02-06-2023 21:00;1,27 kr.
02-06-2023 21:00;02-06-2023 22:00;0,33 kr.
02-06-2023 22:00;02-06-2023 23:00;0,37 kr.
02-06-2023 23:00;03-06-2023 00:00;0,35 kr.
03-06-2023 00:00;03-06-2023 01:00;1,03 kr.
03-06-2023 01:00;03-06-2023 02:00;0,24 kr.
03-06-2023 02:00;03-06-2023 03:00;0,65 kr.
03-06-2023 03:00;03-06-2023 04:00;0,14 kr.
03-06-2023 04:00;03-06-2023 05:00;0,17 kr.
03-06-2023 05:00;03-06-2023 06:00;0,16 kr.
03-06-2023 06:00;03-06-2023 07:00;0,15 kr.
03-06-2023 07:00;03-06-2023 08:00;0,31 kr.
03-06-2023 08:00;03-06-2023 09:00;0,23 kr.
03-06-2023 09:00;03-06-2023 10:00;0,24 kr.
03-06-2023 10:00;03-06-2023 11:00;1,32 kr.
03-06-2023 11:00;03-06-2023 12:00;7,47 kr.
03-06-2023 12:00;03-06-2023 13:00;6,52 kr.
03-06-2023 13:00;03-06-2023 14:00;6,96 kr.
03-06-2023 14:00;03-06-2023 15:00;1,21 kr.
03-06-2023 15:00;03-06-2023 16:00;0,12 kr.
03-06-2023 16:00;03-06-2023 17:00;0,13 kr.
03-06-2023 17:00;03-06-2023 18:00;0,35 kr.
03-06-2023 18:00;03-06-2023 19:00;0,57 kr.
03-06-2023 19:00;03-06-2023 20:00;0,65 kr.
03-06-2023 20:00;03-06-2023 21:00;0,51 kr.
03-06-2023 21:00;03-06-2023 22:00;0,32 kr.
03-06-2023 22:00;03-06-2023 23:00;0,33 kr.
03-06-2023 23:00;04-06-2023 00:00;0,25 kr.
04-06-2023 00:00;04-06-2023 01:00;0,21 kr.
04-06-2023 01:00;04-06-2023 02:00;12,29 kr.
04-06-2023 02:00;04-06-2023 03:00;12,49 kr.
04-06-2023 03:00;04-06-2023 04:00;12,46 kr.
04-06-2023 04:00;04-06-2023 05:00;5,97 kr.
04-06-2023 05:00;04-06-2023 06:00;0,16 kr.
04-06-2023 06:00;04-06-2023 07:00;0,13 kr.
04-06-2023 07:00;04-06-2023 08:00;0,19 kr.
04-06-2023 08:00;04-06-2023 09:00;0,83 kr.
04-06-2023 09:00;04-06-2023 10:00;1,06 kr.
04-06-2023 10:00;04-06-2023 11:00;0,24 kr.
04-06-2023 11:00;04-06-2023 12:00;0,15 kr.
04-06-2023 12:00;04-06-2023 13:00;0,15 kr.
04-06-2023 13:00;04-06-2023 14:00;0,15 kr.
04-06-2023 14:00;04-06-2023 15:00;0,14 kr.
04-06-2023 15:00;04-06-2023 16:00;0,14 kr.
04-06-2023 16:00;04-06-2023 17:00;0,15 kr.
04-06-2023 17:00;04-06-2023 18:00;0,32 kr.
04-06-2023 18:00;04-06-2023 19:00;0,52 kr.
04-06-2023 19:00;04-06-2023 20:00;0,45 kr.
04-06-2023 20:00;04-06-2023 21:00;0,41 kr.
04-06-2023 21:00;04-06-2023 22:00;0,27 kr.
04-06-2023 22:00;04-06-2023 23:00;0,30 kr.
04-06-2023 23:00;05-06-2023 00:00;0,26 kr.
05-06-2023 00:00;05-06-2023 01:00;0,20 kr.
05-06-2023 01:00;05-06-2023 02:00;0,18 kr.
05-06-2023 02:00;05-06-2023 03:00;0,15 kr.
05-06-2023 03:00;05-06-2023 04:00;0,12 kr.
05-06-2023 04:00;05-06-2023 05:00;0,16 kr.
05-06-2023 05:00;05-06-2023 06:00;0,17 kr.
05-06-2023 06:00;05-06-2023 07:00;0,20 kr.
05-06-2023 07:00;05-06-2023 08:00;0,18 kr.
05-06-2023 08:00;05-06-2023 09:00;0,25 kr.
05-06-2023 09:00;05-06-2023 10:00;0,21 kr.
05-06-2023 10:00;05-06-2023 11:00;0,15 kr.
05-06-2023 11:00;05-06-2023 12:00;0,19 kr.
05-06-2023 12:00;05-06-2023 13:00;0,22 kr.
05-06-2023 13:00;05-06-2023 14:00;0,28 kr.
05-06-2023 14:00;05-06-2023 15:00;0,30 kr.
05-06-2023 15:00;05-06-2023 16:00;0,29 kr.
05-06-2023 16:00;05-06-2023 17:00;0,33 kr.
05-06-2023 17:00;05-06-2023 18:00;0,52 kr.
05-06-2023 18:00;05-06-2023 19:00;0,53 kr.
05-06-2023 19:00;05-06-2023 20:00;0,66 kr.
05-06-2023 20:00;05-06-2023 21:00;0,72 kr.
05-06-2023 21:00;05-06-2023 22:00;0,46 kr.
05-06-2023 22:00;05-06-2023 23:00;0,33 kr.
05-06-2023 23:00;06-06-2023 00:00;0,32 kr.
06-06-2023 00:00;06-06-2023 01:00;1,04 kr.
06-06-2023 01:00;06-06-2023 02:00;0,76 kr.
06-06-2023 02:00;06-06-2023 03:00;0,34 kr.
06-06-2023 03:00;06-06-2023 04:00;0,20 kr.
06-06-2023 04:00;06-06-2023 05:00;0,20 kr.
06-06-2023 05:00;06-06-2023 06:00;0,14 kr.
06-06-2023 06:00;06-06-2023 07:00;0,27 kr.
06-06-2023 07:00;06-06-2023 08:00;0,30 kr.
06-06-2023 08:00;06-06-2023 09:00;0,22 kr.
06-06-2023 09:00;06-06-2023 10:00;0,19 kr.
06-06-2023 10:00;06-06-2023 11:00;0,27 kr.
06-06-2023 11:00;06-06-2023 12:00;0,32 kr.
06-06-2023 12:00;06-06-2023 13:00;0,22 kr.
06-06-2023 13:00;06-06-2023 14:00;0,22 kr.
06-06-2023 14:00;06-06-2023 15:00;0,17 kr.
06-06-2023 15:00;06-06-2023 16:00;0,14 kr.
06-06-2023 16:00;06-06-2023 17:00;0,23 kr.
06-06-2023 17:00;06-06-2023 18:00;0,44 kr.
06-06-2023 18:00;06-06-2023 19:00;0,52 kr.
06-06-2023 19:00;06-06-2023 20:00;2,02 kr.
06-06-2023 20:00;06-06-2023 21:00;0,71 kr.
06-06-2023 21:00;06-06-2023 22:00;0,44 kr.
06-06-2023 22:00;06-06-2023 23:00;0,29 kr.
06-06-2023 23:00;07-06-2023 00:00;0,27 kr.
07-06-2023 00:00;07-06-2023 01:00;0,35 kr.
07-06-2023 01:00;07-06-2023 02:00;0,18 kr.
07-06-2023 02:00;07-06-2023 03:00;0,16 kr.
07-06-2023 03:00;07-06-2023 04:00;0,18 kr.
07-06-2023 04:00;07-06-2023 05:00;0,20 kr.
07-06-2023 05:00;07-06-2023 06:00;0,17 kr.
07-06-2023 06:00;07-06-2023 07:00;0,25 kr.
07-06-2023 07:00;07-06-2023 08:00;0,33 kr.
07-06-2023 08:00;07-06-2023 09:00;0,39 kr.
07-06-2023 09:00;07-06-2023 10:00;0,22 kr.
07-06-2023 10:00;07-06-2023 11:00;0,20 kr.
07-06-2023 11:00;07-06-2023 12:00;0,29 kr.
07-06-2023 12:00;07-06-2023 13:00;0,34 kr.
07-06-2023 13:00;07-06-2023 14:00;0,32 kr.
07-06-2023 14:00;07-06-2023 15:00;0,31 kr.
07-06-2023 15:00;07-06-2023 16:00;1,78 kr.
07-06-2023 16:00;07-06-2023 17:00;0,50 kr.
07-06-2023 17:00;07-06-2023 18:00;1,63 kr.
07-06-2023 18:00;07-06-2023 19:00;0,61 kr.
07-06-2023 19:00;07-06-2023 20:00;2,49 kr.
07-06-2023 20:00;07-06-2023 21:00;2,70 kr.
07-06-2023 21:00;07-06-2023 22:00;0,88 kr.
07-06-2023 22:00;07-06-2023 23:00;1,55 kr.
07-06-2023 23:00;08-06-2023 00:00;0,67 kr.
08-06-2023 00:00;08-06-2023 01:00;0,26 kr.
08-06-2023 01:00;08-06-2023 02:00;0,22 kr.
08-06-2023 02:00;08-06-2023 03:00;0,21 kr.
08-06-2023 03:00;08-06-2023 04:00;0,22 kr.
08-06-2023 04:00;08-06-2023 05:00;0,27 kr.
08-06-2023 05:00;08-06-2023 06:00;0,26 kr.
08-06-2023 06:00;08-06-2023 07:00;0,26 kr.
08-06-2023 07:00;08-06-2023 08:00;0,33 kr.
08-06-2023 08:00;08-06-2023 09:00;0,30 kr.
08-06-2023 09:00;08-06-2023 10:00;0,30 kr.
08-06-2023 10:00;08-06-2023 11:00;0,38 kr.
08-06-2023 11:00;08-06-2023 12:00;0,30 kr.
08-06-2023 12:00;08-06-2023 13:00;0,30 kr.
08-06-2023 13:00;08-06-2023 14:00;1,90 kr.
08-06-2023 14:00;08-06-2023 15:00;12,89 kr.
08-06-2023 15:00;08-06-2023 16:00;0,35 kr.
08-06-2023 16:00;08-06-2023 17:00;0,32 kr.
